PeakID (cmd=annotatePeaks.pl siBAZ2B_raw_MACS2_Unique_Ctrl.narrowPeak hg19),Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
siBAZ2B_3_peak_358,chr1,115300206,115300599,+,73,NA,"intron (NM_001130523, intron 1 of 19)","intron (NM_001130523, intron 1 of 19)",203,NM_007158,7812,,NM_007158,ENSG00000009307,CSDE1,D1S155E|UNR,cold shock domain containing E1,protein-coding
siBAZ2B_3_peak_6662,chr5,130500473,130500928,+,73,NA,"intron (NM_005340, intron 1 of 2)",CpG,249,NM_005340,3094,,NM_005340,ENSG00000169567,HINT1,HINT|NMAN|PKCI-1|PRKCNH1,histidine triad nucleotide binding protein 1,protein-coding
siBAZ2B_3_peak_8671,chrX,48958064,48958529,+,73,NA,promoter-TSS (NM_007075),promoter-TSS (NM_007075),-237,NM_007075,11152,,NM_007075,ENSG00000196998,WDR45,JM5|NBIA4|NBIA5|WDRX1|WIPI-4|WIPI4,WD repeat domain 45,protein-coding
siBAZ2B_3_peak_6940,chr6,33421940,33422381,+,73,NA,promoter-TSS (NM_152735),promoter-TSS (NM_152735),-193,NM_152735,221504,,NM_152735,ENSG00000213588,ZBTB9,ZNF919,zinc finger and BTB domain containing 9,protein-coding
siBAZ2B_3_peak_5145,chr2,198380604,198381019,+,73,NA,promoter-TSS (NM_015387),promoter-TSS (NM_015387),21,NM_015387,25843,,NM_015387,ENSG00000115540,MOB4,2C4D|CGI-95|MOB1|MOB3|MOBKL3|PHOCN|PREI3,"MOB family member 4, phocein",protein-coding
siBAZ2B_3_peak_3894,chr18,712425,712818,+,73,NA,promoter-TSS (NM_017512),promoter-TSS (NM_017512),9,NM_017512,55556,,NM_017512,ENSG00000132199,ENOSF1,FUCD|RTS|TYMSAS,enolase superfamily member 1,protein-coding
siBAZ2B_3_peak_301,chr1,84971918,84972323,+,73,NA,promoter-TSS (NM_001310156),promoter-TSS (NM_001310156),51,NM_001310156,100505741,,NM_022354,ENSG00000122432,SPATA1,SP-2|SPAP1,spermatogenesis associated 1,protein-coding
siBAZ2B_3_peak_5490,chr20,52739986,52740445,+,73,NA,Intergenic,Intergenic,50310,NM_000782,1591,,NM_000782,ENSG00000019186,CYP24A1,CP24|CYP24|HCAI|HCINF1|P450-CC24,cytochrome P450 family 24 subfamily A member 1,protein-coding
siBAZ2B_3_peak_6756,chr5,149340250,149340605,+,73,NA,"5' UTR (NM_000112, exon 1 of 3)","5' UTR (NM_000112, exon 1 of 3)",106,NM_000112,1836,,NM_000112,ENSG00000155850,SLC26A2,D5S1708|DTD|DTDST|EDM4|MST153|MSTP157,solute carrier family 26 member 2,protein-coding
siBAZ2B_3_peak_6663,chr5,130506421,130506960,+,73,NA,promoter-TSS (NM_001293735),promoter-TSS (NM_001293735),53,NR_121658,90624,,NM_181705,ENSG00000186687,LYRM7,C5orf31|MC3DN8|MZM1L,LYR motif containing 7,protein-coding
siBAZ2B_3_peak_3013,chr16,15736665,15737032,+,73,NA,promoter-TSS (NM_001143979),promoter-TSS (NM_001143979),163,NM_014647,9665,,NM_014647,ENSG00000166783,MARF1,KIAA0430|LKAP|LMKB|PPP1R34,meiosis regulator and mRNA stability factor 1,protein-coding
siBAZ2B_3_peak_5405,chr20,33113735,33114186,+,73,NA,"intron (NR_168139, intron 2 of 4)","intron (NR_168139, intron 2 of 4)",9733,NR_168132,83658,,NM_014183,ENSG00000125971,DYNLRB1,BITH|BLP|DNCL2A|DNLC2A|ROBLD1,dynein light chain roadblock-type 1,protein-coding
siBAZ2B_3_peak_4538,chr19,51842724,51843467,+,73,NA,"intron (NM_001163922, intron 4 of 9)",CpG,2283,NM_001163922,147645,,NM_001163922,ENSG00000186806,VSIG10L,-,V-set and immunoglobulin domain containing 10 like,protein-coding
siBAZ2B_3_peak_2426,chr14,75535899,75536381,+,73,NA,promoter-TSS (NR_126394),promoter-TSS (NR_126394),53,NM_001302617,97,,NM_001107,ENSG00000119640,ACYP1,ACYPE,acylphosphatase 1,protein-coding
siBAZ2B_3_peak_3362,chr17,7745576,7745980,+,72,NA,"intron (NM_001348716, intron 1 of 22)",CpG,2543,NM_001080424,23135,,NM_001080424,ENSG00000132510,KDM6B,JMJD3|NEDCFSA|NEDSST,lysine demethylase 6B,protein-coding
siBAZ2B_3_peak_2299,chr14,24025132,24025497,+,72,NA,promoter-TSS (NM_024328),promoter-TSS (NM_024328),123,NM_001256322,79178,,NM_024328,ENSG00000259431,THTPA,THTP|THTPASE,thiamine triphosphatase,protein-coding
siBAZ2B_3_peak_7010,chr6,58776348,58776850,+,72,NA,Intergenic,ALR/Alpha|Satellite|centr,-488875,NR_132994,106660612,,NR_125727,ENSG00000290555,LINC00680,-,long intergenic non-protein coding RNA 680,ncRNA
siBAZ2B_3_peak_2503,chr14,102605727,102606411,+,72,NA,promoter-TSS (NM_001242416),promoter-TSS (NM_001242416),17,NM_001017963,3320,,NM_005348,ENSG00000080824,HSP90AA1,EL52|HEL-S-65p|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp103|Hsp89|Hsp90|LAP-2|LAP2,heat shock protein 90 alpha family class A member 1,protein-coding
siBAZ2B_3_peak_2095,chr12,121837608,121838156,+,72,NA,promoter-TSS (NM_025126),promoter-TSS (NM_025126),-4,NM_001256858,80196,,NM_025126,ENSG00000170633,RNF34,CARP-1|CARP1|RFI|RIF|RIFF|hRFI,ring finger protein 34,protein-coding
siBAZ2B_3_peak_1939,chr12,64797880,64798500,+,72,NA,promoter-TSS (NM_007235),promoter-TSS (NM_007235),18,NM_007235,11260,,NM_007235,ENSG00000184575,XPOT,XPO3,exportin for tRNA,protein-coding
siBAZ2B_3_peak_6595,chr5,89770114,89770691,+,72,NA,promoter-TSS (NM_001370353),promoter-TSS (NM_001370353),186,NM_203406,153364,,NM_203406,ENSG00000176055,MBLAC2,-,metallo-beta-lactamase domain containing 2,protein-coding
siBAZ2B_3_peak_406,chr1,149294386,149294684,+,72,NA,Intergenic,Intergenic,6300,NR_145442,644634,,NM_001348147,,LOC644634,-,uncharacterized LOC644634,ncRNA
siBAZ2B_3_peak_6096,chr3,155588140,155588705,+,72,NA,promoter-TSS (NM_003875),promoter-TSS (NM_003875),-17,NM_003875,8833,,NM_003875,ENSG00000163655,GMPS,GATD7,guanine monophosphate synthase,protein-coding
siBAZ2B_3_peak_7295,chr7,2595079,2595444,+,72,NA,promoter-TSS (NR_146879),promoter-TSS (NR_146879),-103,NM_001350627,221927,,NM_152743,ENSG00000106009,BRAT1,BAAT1|C7orf27|NEDCAS|RMFSL,BRCA1 associated ATM activator 1,protein-coding
siBAZ2B_3_peak_2372,chr14,55493833,55494267,+,72,NA,promoter-TSS (NM_007086),promoter-TSS (NM_007086),96,NM_199421,122809,,NM_080867,ENSG00000180008,SOCS4,SOCS7,suppressor of cytokine signaling 4,protein-coding
siBAZ2B_3_peak_3190,chr16,71929366,71929765,+,72,NA,"intron (NM_001270979, intron 1 of 5)",CpG,131,NM_001270975,9798,,NM_014761,ENSG00000182149,IST1,CHMP8|OLC1,IST1 factor associated with ESCRT-III,protein-coding
siBAZ2B_3_peak_446,chr1,153700172,153700524,+,72,NA,promoter-TSS (NM_001324475),promoter-TSS (NM_001324475),-178,NM_023015,65123,,NM_023015,ENSG00000143624,INTS3,C1orf193|C1orf60|INT3|SOSS-A|SOSSA,integrator complex subunit 3,protein-coding
siBAZ2B_3_peak_653,chr1,205253467,205254229,+,71,NA,Intergenic,Intergenic,27523,NM_001331034,9911,,NM_014858,ENSG00000133069,TMCC2,HUCEP11,transmembrane and coiled-coil domain family 2,protein-coding
siBAZ2B_3_peak_5340,chr20,5986468,5987077,+,71,NA,promoter-TSS (NM_019095),promoter-TSS (NM_019095),3,NR_136617,54675,,NM_019095,ENSG00000088766,CRLS1,C20orf155|CLS|CLS1|COSPD57|GCD10|dJ967N21.6,cardiolipin synthase 1,protein-coding
siBAZ2B_3_peak_1901,chr12,56660624,56661120,+,71,NA,promoter-TSS (NM_001099337),promoter-TSS (NM_001099337),146,NM_144576,93058,,NM_144576,ENSG00000135469,COQ10A,-,coenzyme Q10A,protein-coding
siBAZ2B_3_peak_1267,chr11,18343528,18344050,+,71,NA,promoter-TSS (NM_181508),promoter-TSS (NM_181508),-27,NM_001142307,2965,,NM_005316,ENSG00000110768,GTF2H1,BTF2|P62|TFB1|TFIIH,general transcription factor IIH subunit 1,protein-coding
siBAZ2B_3_peak_746,chr1,233462817,233463195,+,71,NA,promoter-TSS (NM_032435),promoter-TSS (NM_032435),-464,NM_032435,84451,,NM_032435,ENSG00000143674,MAP3K21,MLK4|dJ862P8.3,mitogen-activated protein kinase kinase kinase 21,protein-coding
siBAZ2B_3_peak_6115,chr3,160472928,160473821,+,71,NA,promoter-TSS (NM_139245),promoter-TSS (NM_139245),-645,NM_139245,151742,,NM_139245,ENSG00000163590,PPM1L,PP2C-epsilon|PP2CE|PPM1-LIKE,"protein phosphatase, Mg2+/Mn2+ dependent 1L",protein-coding
siBAZ2B_3_peak_4902,chr2,85360075,85360465,+,71,NA,promoter-TSS (NM_031283),promoter-TSS (NM_031283),-245,NM_031283,83439,,NM_031283,ENSG00000152284,TCF7L1,TCF-3|TCF3,transcription factor 7 like 1,protein-coding
siBAZ2B_3_peak_5733,chr22,41864782,41865108,+,71,NA,promoter-TSS (NM_001098),promoter-TSS (NM_001098),-176,NM_001098,50,,NM_001098,ENSG00000100412,ACO2,ACONM|HEL-S-284|ICRD|OCA8|OPA9,aconitase 2,protein-coding
siBAZ2B_3_peak_2728,chr15,74358216,74358606,+,71,NA,Intergenic,Intergenic,16480,NM_001038640,342096,,NM_001038640,ENSG00000159289,GOLGA6A,GLP|GOLGA6,golgin A6 family member A,protein-coding
siBAZ2B_3_peak_6604,chr5,94982373,94983078,+,71,NA,"5' UTR (NM_001131065, exon 1 of 6)","5' UTR (NM_001131065, exon 1 of 6)",142,NM_173362,317671,,NM_173362,ENSG00000175449,RFESD,-,Rieske Fe-S domain containing,protein-coding
siBAZ2B_3_peak_7504,chr7,86781522,86782288,+,71,NA,promoter-TSS (NR_136252),promoter-TSS (NR_136252),35,NM_021145,9988,,NM_021145,ENSG00000135164,DMTF1,DMP1|DMTF|MRUL|hDMP1,cyclin D binding myb like transcription factor 1,protein-coding
siBAZ2B_3_peak_6151,chr3,185826549,185827215,+,71,NA,promoter-TSS (NM_004454),promoter-TSS (NM_004454),-4,NM_004454,2119,,NM_004454,ENSG00000244405,ETV5,ERM,ETS variant transcription factor 5,protein-coding
siBAZ2B_3_peak_8214,chr9,37485638,37485998,+,71,NA,promoter-TSS (NM_001282766),promoter-TSS (NM_001282766),-114,NM_001282766,64425,,NM_022490,ENSG00000137054,POLR1E,A49|PAF53|PRAF1|RPA49,RNA polymerase I subunit E,protein-coding
siBAZ2B_3_peak_1202,chr11,1793482,1794186,+,71,NA,Intergenic,Intergenic,-8677,NM_001909,1509,,NM_001909,ENSG00000117984,CTSD,CLN10|CPSD|HEL-S-130P,cathepsin D,protein-coding
siBAZ2B_3_peak_6886,chr6,13712055,13712420,+,71,NA,promoter-TSS (NM_005493),promoter-TSS (NM_005493),-170,NM_005493,10048,,NM_005493,ENSG00000010017,RANBP9,BPM-L|BPM90|RANBPM|RanBP7,RAN binding protein 9,protein-coding
siBAZ2B_3_peak_3027,chr16,21312746,21313079,+,71,NA,"intron (NR_026675, intron 1 of 2)",CpG,742,NR_026675,400508,,NM_001101368,,CRYM-AS1,NCRNA00169,CRYM antisense RNA 1,ncRNA
siBAZ2B_3_peak_5797,chr3,12851632,12851959,+,71,NA,"exon (NM_001162499, exon 5 of 15)","exon (NM_001162499, exon 5 of 15)",13616,NM_012298,23066,,NM_012298,ENSG00000144712,CAND2,TIP120B|Tp120b,cullin associated and neddylation dissociated 2 (putative),protein-coding
siBAZ2B_3_peak_380,chr1,144931995,144932495,+,71,NA,promoter-TSS (NR_168400),promoter-TSS (NR_168400),-5,NR_168400,107985524,,NR_168400,,LOC107985524,-,uncharacterized LOC107985524,ncRNA
siBAZ2B_3_peak_1079,chr10,106028257,106028892,+,71,NA,promoter-TSS (NM_001191013),promoter-TSS (NM_001191013),-57,NM_001191013,119391,,NM_183239,ENSG00000065621,GSTO2,GSTO 2-2|bA127L20.1,glutathione S-transferase omega 2,protein-coding
siBAZ2B_3_peak_7742,chr8,1771588,1771964,+,71,NA,promoter-TSS (NM_014629),promoter-TSS (NM_014629),-316,NM_014629,9639,,NM_014629,ENSG00000104728,ARHGEF10,GEF10|SNCV,Rho guanine nucleotide exchange factor 10,protein-coding
siBAZ2B_3_peak_2075,chr12,120105466,120106109,+,71,NA,promoter-TSS (NM_006253),promoter-TSS (NM_006253),-151,NM_006253,5564,,NM_006253,ENSG00000111725,PRKAB1,AMPK|HAMPKb,protein kinase AMP-activated non-catalytic subunit beta 1,protein-coding
siBAZ2B_3_peak_6118,chr3,169490852,169491520,+,71,NA,promoter-TSS (NM_018657),promoter-TSS (NM_018657),2,NR_033702,55892,,NM_018657,ENSG00000085274,MYNN,OSZF|SBBIZ1|ZBTB31|ZNF902,myoneurin,protein-coding
siBAZ2B_3_peak_376,chr1,143673176,143673526,+,71,NA,TTS (NR_106967),TTS (NR_106967),430,NR_106967,102466225,,NR_106967,ENSG00000278596,MIR6077,MIR6077-1|MIR6077-2|hsa-mir-6077|hsa-mir-6077-1|hsa-mir-6077-2,microRNA 6077,ncRNA
siBAZ2B_3_peak_2015,chr12,104235289,104235733,+,71,NA,promoter-TSS (NM_001031701),promoter-TSS (NM_001031701),-499,NM_001031701,51559,,NM_016575,ENSG00000111696,NT5DC3,TU12B1-TY|TU12B1TY,5'-nucleotidase domain containing 3,protein-coding
siBAZ2B_3_peak_5466,chr20,44992428,44992970,+,71,NA,"intron (NM_001281460, intron 1 of 10)",CpG,365,NM_001281459,51006,,NM_015945,ENSG00000080189,SLC35C2,BA394O2.1|C20orf5|CGI-15|OVCOV1,solute carrier family 35 member C2,protein-coding
siBAZ2B_3_peak_398,chr1,147860689,147861039,+,71,NA,TTS (NR_106967).2,TTS (NR_106967).2,430,NR_106967,102466225,,NR_106967,ENSG00000278596,MIR6077,MIR6077-1|MIR6077-2|hsa-mir-6077|hsa-mir-6077-1|hsa-mir-6077-2,microRNA 6077,ncRNA
siBAZ2B_3_peak_7131,chr6,166796189,166796942,+,71,NA,promoter-TSS (NM_016098),promoter-TSS (NM_016098),-137,NM_001376566,51660,,NM_016098,ENSG00000060762,MPC1,BRP44L|CGI-129|MPYCD|SLC54A1,mitochondrial pyruvate carrier 1,protein-coding
siBAZ2B_3_peak_7666,chr7,140396388,140397146,+,71,NA,"non-coding (NR_024454, exon 1 of 2)","non-coding (NR_024454, exon 1 of 2)",110,NR_024454,100134713,,NR_024454,ENSG00000240889,NDUFB2-AS1,-,NDUFB2 antisense RNA 1,ncRNA
siBAZ2B_3_peak_5460,chr20,44462355,44462767,+,70,NA,"exon (NM_152897, exon 1 of 5)","exon (NM_152897, exon 1 of 5)",123,NM_033421,90203,,NM_033421,ENSG00000124104,SNX21,C20orf161|PP3993|SNX-L|SNXL|dJ337O18.4,sorting nexin family member 21,protein-coding
siBAZ2B_3_peak_5234,chr2,231921373,231921681,+,70,NA,promoter-TSS (NM_002807),promoter-TSS (NM_002807),-51,NM_001191037,5707,,NM_002807,ENSG00000173692,PSMD1,P112|Rpn2|S1,"proteasome 26S subunit, non-ATPase 1",protein-coding
siBAZ2B_3_peak_2268,chr13,115046959,115047447,+,70,NA,promoter-TSS (NM_001353650),promoter-TSS (NM_001353650),127,NR_148482,65110,,NM_023011,ENSG00000169062,UPF3A,HUPF3A|RENT3A|UPF3,UPF3A regulator of nonsense mediated mRNA decay,protein-coding
siBAZ2B_3_peak_2162,chr13,20437627,20438058,+,70,NA,promoter-TSS (NM_001039650),promoter-TSS (NM_001039650),-53,NM_001142684,9205,,NM_014242,ENSG00000132950,ZMYM5,HSPC050|MYM|ZNF198L1|ZNF237,zinc finger MYM-type containing 5,protein-coding
siBAZ2B_3_peak_355,chr1,113932671,113933096,+,70,NA,promoter-TSS (NM_001142782),promoter-TSS (NM_001142782),-254,NM_152900,260425,,NM_020965,ENSG00000081026,MAGI3,MAGI-3|dJ730K3.2,"membrane associated guanylate kinase, WW and PDZ domain containing 3",protein-coding
siBAZ2B_3_peak_8362,chr9,116139069,116139585,+,70,NA,promoter-TSS (NM_001304509),promoter-TSS (NM_001304509),-61,NM_001304509,81932,,NM_031219,ENSG00000119431,HDHD3,2810435D12Rik|C9orf158,haloacid dehalogenase like hydrolase domain containing 3,protein-coding
siBAZ2B_3_peak_1289,chr11,31531190,31531526,+,70,NA,promoter-TSS (NM_019040),promoter-TSS (NM_019040),44,NM_001288725,26610,,NM_019040,ENSG00000109911,ELP4,AN|AN2|C11orf19|PAX6NEB|PAXNEB|dJ68P15A.1|hELP4,elongator acetyltransferase complex subunit 4,protein-coding
siBAZ2B_3_peak_2154,chr12,133022333,133022858,+,70,NA,Intergenic,LTR8|LTR|ERV1,-44142,NM_001367871,57666,,NM_001142641,ENSG00000112787,FBRSL1,-,fibrosin like 1,protein-coding
siBAZ2B_3_peak_259,chr1,53611624,53612212,+,70,NA,Intergenic,Intergenic,-3608,NM_006671,6512,,NM_006671,ENSG00000162383,SLC1A7,AAAT|EAAT5,solute carrier family 1 member 7,protein-coding
siBAZ2B_3_peak_1733,chr12,8185272,8185834,+,70,NA,"5' UTR (NM_018416, exon 1 of 11)","5' UTR (NM_018416, exon 1 of 11)",241,NM_018416,55810,,NM_018416,ENSG00000065970,FOXJ2,FHX,forkhead box J2,protein-coding
siBAZ2B_3_peak_7995,chr8,103801123,103801541,+,70,NA,Intergenic,Intergenic,-17718,NR_149020,401472,,NR_149020,,GASAL1,GASL1,growth arrest associated lncRNA 1,ncRNA
siBAZ2B_3_peak_4391,chr19,45303818,45304224,+,70,NA,TTS (NM_001130852),TTS (NM_001130852),-8295,NM_001013257,4059,,NM_005581,ENSG00000187244,BCAM,AU|B-CAM|CD239|F8/G253|LU|MSK19,basal cell adhesion molecule (Lutheran blood group),protein-coding
siBAZ2B_3_peak_4894,chr2,75185652,75186165,+,70,NA,"exon (NM_019896, exon 1 of 4)","exon (NM_019896, exon 1 of 4)",138,NM_019896,56655,,NM_019896,ENSG00000115350,POLE4,YHHQ1|p12,"DNA polymerase epsilon 4, accessory subunit",protein-coding
siBAZ2B_3_peak_8035,chr8,129188936,129189555,+,70,NA,Intergenic,Intergenic,26883,NR_031613,100302281,,NR_031613,ENSG00000221261,MIR1208,MIRN1208|hsa-mir-1208,microRNA 1208,ncRNA
siBAZ2B_3_peak_6792,chr5,162887194,162887713,+,70,NA,promoter-TSS (NR_138427),promoter-TSS (NR_138427),-185,NM_012485,3161,,NM_012484,ENSG00000072571,HMMR,CD168|IHABP|RHAMM,hyaluronan mediated motility receptor,protein-coding
siBAZ2B_3_peak_3244,chr16,85722389,85722901,+,70,NA,promoter-TSS (NM_016095),promoter-TSS (NM_016095),-85,NM_016095,51659,,NM_016095,ENSG00000131153,GINS2,HSPC037|PSF2|Pfs2,GINS complex subunit 2,protein-coding
siBAZ2B_3_peak_2871,chr15,100468611,100468970,+,70,NA,Intergenic,Intergenic,121562,NR_135737,400464,,NM_001013670,,LOC400464,-,ubiquitin conjugating enzyme E2 Q2 pseudogene,pseudo
siBAZ2B_3_peak_2452,chr14,82000070,82000483,+,70,NA,promoter-TSS (NM_001244984),promoter-TSS (NM_001244984),-71,NM_001244984,6400,,NM_005065,ENSG00000071537,SEL1L,Hrd3|PRO1063|SEL1-LIKE|SEL1L1,SEL1L adaptor subunit of SYVN1 ubiquitin ligase,protein-coding
siBAZ2B_3_peak_1691,chr12,2921751,2922121,+,70,NA,"non-coding (NR_130744, exon 1 of 14)","non-coding (NR_130744, exon 1 of 14)",102,NM_018463,55846,,NM_018463,ENSG00000111203,ITFG2,FGGAP1|KICS3|MDS028,integrin alpha FG-GAP repeat containing 2,protein-coding
siBAZ2B_3_peak_6147,chr3,184279005,184279753,+,70,NA,promoter-TSS (NM_004443),promoter-TSS (NM_004443),-194,NM_004443,2049,,NM_004443,ENSG00000182580,EPHB3,EK2|ETK2|HEK2|TYRO6,EPH receptor B3,protein-coding
siBAZ2B_3_peak_1182,chr11,727980,728406,+,70,NA,TTS (NM_022772),TTS (NM_022772),-19271,NM_006755,6888,,NM_006755,ENSG00000177156,TALDO1,TAL|TAL-H|TALDOR|TALH,transaldolase 1,protein-coding
siBAZ2B_3_peak_7274,chr7,20189,20499,+,70,NA,Intergenic,Intergenic,129094,NR_134325,102723672,,NR_134325,,LINC03015,-,long intergenic non-protein coding RNA 3015,ncRNA
siBAZ2B_3_peak_3548,chr17,40169550,40169872,+,69,NA,promoter-TSS (NM_001144766),promoter-TSS (NM_001144766),4,NR_029431,7266,,NM_003315,ENSG00000168259,DNAJC7,DJ11|DJC7|TPR2|TTC2,DnaJ heat shock protein family (Hsp40) member C7,protein-coding
siBAZ2B_3_peak_4295,chr19,39127467,39127970,+,69,NA,TTS (NM_013234),TTS (NM_013234),-10571,NM_004924,81,,NM_004924,ENSG00000130402,ACTN4,ACTININ-4|FSGS|FSGS1,actinin alpha 4,protein-coding
siBAZ2B_3_peak_2984,chr16,4896986,4897675,+,69,NA,promoter-TSS (NM_001308096),promoter-TSS (NM_001308096),-27,NM_001308096,84656,,NM_032569,ENSG00000140632,GLYR1,BM045|HIBDL|N-PAC|NP60|NPAC|hNDF,glyoxylate reductase 1 homolog,protein-coding
siBAZ2B_3_peak_6461,chr5,6632979,6633718,+,69,NA,promoter-TSS (NM_001193455),promoter-TSS (NM_001193455),-191,NM_001193455,54888,,NM_017755,ENSG00000037474,NSUN2,MISU|MRT5|SAKI|TRM4,NOP2/Sun RNA methyltransferase 2,protein-coding
siBAZ2B_3_peak_6787,chr5,159592259,159592936,+,69,NA,Intergenic,Intergenic,-21791,NM_001130958,2172,,NM_001445,ENSG00000170231,FABP6,I-15P|I-BABP|I-BALB|I-BAP|ILBP|ILBP3|ILLBP,fatty acid binding protein 6,protein-coding
siBAZ2B_3_peak_8314,chr9,99212306,99212822,+,69,NA,"exon (NM_014282, exon 1 of 8)","exon (NM_014282, exon 1 of 8)",113,NM_014282,22927,,NM_014282,ENSG00000130956,HABP4,IHABP-4|IHABP4|Ki-1/57|SERBP1L,hyaluronan binding protein 4,protein-coding
siBAZ2B_3_peak_6092,chr3,152878812,152879446,+,69,NA,promoter-TSS (NM_002886),promoter-TSS (NM_002886),-886,NM_002886,5912,,NM_002886,ENSG00000181467,RAP2B,-,"RAP2B, member of RAS oncogene family",protein-coding
siBAZ2B_3_peak_385,chr1,145548913,145549242,+,69,NA,promoter-TSS (NM_001280799),promoter-TSS (NM_001280799),-132,NM_001280799,148741,,NM_144698,ENSG00000198483,ANKRD35,-,ankyrin repeat domain 35,protein-coding
siBAZ2B_3_peak_1077,chr10,105881488,105882039,+,69,NA,promoter-TSS (NM_001384829),promoter-TSS (NM_001384829),-103,NM_145247,119392,,NM_145247,ENSG00000156384,SFR1,C10orf78|MEI5|MEIR5|bA373N18.1,SWI5 dependent homologous recombination repair protein 1,protein-coding
siBAZ2B_3_peak_1359,chr11,59317848,59318560,+,69,NA,Intergenic,Intergenic,35818,NM_001004711,390199,,NM_001004711,ENSG00000172742,OR4D9,OR11-253,olfactory receptor family 4 subfamily D member 9,protein-coding
siBAZ2B_3_peak_7958,chr8,95565419,95566003,+,69,NA,promoter-TSS (NM_183009),promoter-TSS (NM_183009),-14,NM_015496,25962,,NM_015496,ENSG00000164944,VIRMA,KIAA1429|MSTP054|fSAP121,vir like m6A methyltransferase associated,protein-coding
siBAZ2B_3_peak_5552,chr21,30396937,30397311,+,69,NA,"intron (NM_006447, intron 1 of 17)",CpG,135,NM_006447,10600,,NM_006447,ENSG00000156256,USP16,UBP-M|UBPM,ubiquitin specific peptidase 16,protein-coding
siBAZ2B_3_peak_5760,chr22,50467387,50467927,+,69,NA,"intron (NM_001350317, intron 13 of 13)","intron (NM_001350317, intron 13 of 13)",-16463,NM_001371416,400935,,NM_001001694,ENSG00000188263,IL17REL,-,interleukin 17 receptor E like,protein-coding
siBAZ2B_3_peak_8776,chrX,134137991,134138562,+,69,NA,Intergenic,CpG,13255,NM_001163438,644538,,NM_001163438,ENSG00000184785,SMIM10,CXorf69,small integral membrane protein 10,protein-coding
siBAZ2B_3_peak_8676,chrX,49040774,49041181,+,69,NA,"intron (NM_006150, intron 2 of 8)","intron (NM_006150, intron 2 of 8)",369,NM_001307979,4007,,NM_006150,ENSG00000012211,PRICKLE3,LMO6|LOAM|LOAS|Pk3,prickle planar cell polarity protein 3,protein-coding
siBAZ2B_3_peak_8384,chr9,124921792,124922147,+,69,NA,promoter-TSS (NM_001318195),promoter-TSS (NM_001318195),89,NM_001318195,4702,,NM_014222,ENSG00000119421,NDUFA8,CI-19KD|CI-PGIV|MC1DN37|PGIV,NADH:ubiquinone oxidoreductase subunit A8,protein-coding
siBAZ2B_3_peak_1187,chr11,834719,835092,+,69,NA,"intron (NM_139029, intron 2 of 8)","intron (NM_139029, intron 2 of 8)",1953,NM_001039490,977,,NM_004357,ENSG00000177697,CD151,EBS7|GP27|MER2|PETA-3|RAPH|SFA1|TSPAN24,CD151 molecule (Raph blood group),protein-coding
siBAZ2B_3_peak_7721,chr7,158996067,158996395,+,69,NA,Intergenic,Intergenic,-58582,NR_130758,7434,,NM_003382,ENSG00000106018,VIPR2,C16DUPq36.3|DUP7q36.3|PACAP-R-3|PACAP-R3|VIP-R-2|VPAC2|VPAC2R|VPCAP2R,vasoactive intestinal peptide receptor 2,protein-coding
siBAZ2B_3_peak_6639,chr5,115177294,115177939,+,68,NA,promoter-TSS (NM_001318093),promoter-TSS (NM_001318093),-16,NM_001284,1176,,NM_001284,ENSG00000177879,AP3S1,CLAPS3|Sigma3A,adaptor related protein complex 3 subunit sigma 1,protein-coding
siBAZ2B_3_peak_7990,chr8,103613110,103613545,+,68,NA,Intergenic,CpG,49510,NM_024410,4956,,NM_024410,ENSG00000155087,ODF1,CT133|HSPB10|ODF|ODF2|ODF27|ODFP|ODFPG|ODFPGA|ODFPGB|RT7|SODF,outer dense fiber of sperm tails 1,protein-coding
siBAZ2B_3_peak_2469,chr14,93650844,93651556,+,68,NA,promoter-TSS (NM_022151),promoter-TSS (NM_022151),42,NM_022151,64112,,NM_022151,ENSG00000165943,MOAP1,MAP-1|PNMA4,modulator of apoptosis 1,protein-coding
siBAZ2B_3_peak_2398,chr14,67826371,67827248,+,68,NA,promoter-TSS (NM_004094),promoter-TSS (NM_004094),-236,NM_004094,1965,,NM_004094,ENSG00000134001,EIF2S1,EIF-2|EIF-2A|EIF-2alpha|EIF2|EIF2A,eukaryotic translation initiation factor 2 subunit alpha,protein-coding
siBAZ2B_3_peak_694,chr1,221915879,221916626,+,68,NA,promoter-TSS (NM_007207),promoter-TSS (NM_007207),-734,NR_111940,11221,,NM_007207,ENSG00000143507,DUSP10,MKP-5|MKP5,dual specificity phosphatase 10,protein-coding
