PeakID (cmd=annotatePeaks.pl siBAZ2B_siControl_raw_MACS2_overlap.bed hg19),Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
siBAZ2B_3_peak_4260,chr19,36193109,36193787,+,116,NA,Intergenic,CpG,-2012,NM_001316902,27033,,NM_014383,ENSG00000011590,ZBTB32,FAXF|FAZF|Rog|TZFP|ZNF538|mynn,zinc finger and BTB domain containing 32,protein-coding
siBAZ2B_3_peak_959,chr10,75006735,75007214,+,116,NA,promoter-TSS (NR_038373),promoter-TSS (NR_038373),39,NM_015190,23234,,NM_015190,ENSG00000213551,DNAJC9,HDJC9|JDD1|SB73,DnaJ heat shock protein family (Hsp40) member C9,protein-coding
siBAZ2B_3_peak_1780,chr12,28343369,28343841,+,116,NA,promoter-TSS (NR_148936),promoter-TSS (NR_148936),66,NR_148936,729291,,NR_148936,,LOC729291,-,uncharacterized LOC729291,ncRNA
siBAZ2B_3_peak_6478,chr5,23527196,23527746,+,116,NA,"exon (NM_001310214, exon 11 of 11)","exon (NM_001310214, exon 11 of 11)",19753,NM_001310214,56979,,NM_020227,ENSG00000164256,PRDM9,KMT8B|MEISETZ|MSBP3|PFM6|ZNF899,PR/SET domain 9,protein-coding
siBAZ2B_3_peak_8282,chr9,86595057,86595592,+,116,NA,promoter-TSS (NM_001358294),promoter-TSS (NM_001358294),50,NM_001358294,80010,,NM_024945,ENSG00000178966,RMI1,BLAP75|C9orf76|FAAP75,RecQ mediated genome instability 1,protein-coding
siBAZ2B_3_peak_3753,chr17,72978198,72978824,+,116,NA,Intergenic,CpG,-5216,NM_014603,30850,,NM_014603,ENSG00000109089,CDR2L,HUMPPA,cerebellar degeneration related protein 2 like,protein-coding
siBAZ2B_3_peak_2802,chr15,85043648,85044475,+,116,NA,Intergenic,CpG,-1745,NR_033787,440299,,NR_033787,,DNM1P41,DNM1DN11-6|DNM1DN11.6|DNM1DN11@,dynamin 1 pseudogene 41,pseudo
siBAZ2B_3_peak_4007,chr19,1490437,1491130,+,116,NA,promoter-TSS (NM_001329556),promoter-TSS (NM_001329556),-334,NM_017573,54760,,NM_017573,ENSG00000115257,PCSK4,PC4|SPC5,proprotein convertase subtilisin/kexin type 4,protein-coding
siBAZ2B_3_peak_3521,chr17,37886503,37887020,+,115,NA,promoter-TSS (NM_001330206),promoter-TSS (NM_001330206),24,NM_032339,84299,,NM_032339,ENSG00000141741,MIEN1,C17orf37|C35|ORB3|RDX12|XTP4,migration and invasion enhancer 1,protein-coding
siBAZ2B_3_peak_381,chr1,145208417,145209160,+,115,NA,promoter-TSS (NM_001364013),promoter-TSS (NM_001364013),-325,NM_001364006,388677,,NM_203458,ENSG00000264343,NOTCH2NLA,N2N|NOTCH2NL,notch 2 N-terminal like A,protein-coding
siBAZ2B_3_peak_3090,chr16,31153346,31154067,+,115,NA,"intron (NM_001258290, intron 10 of 14)",CpG,-6658,NM_002773,5652,,NM_002773,ENSG00000052344,PRSS8,CAP1|PROSTASIN,serine protease 8,protein-coding
siBAZ2B_3_peak_8651,chrX,47077098,47077916,+,115,NA,promoter-TSS (NM_006201),promoter-TSS (NM_006201),-195,NM_033018,5127,,NM_006201,ENSG00000102225,CDK16,PCTAIRE|PCTAIRE1|PCTGAIRE|PCTK1,cyclin dependent kinase 16,protein-coding
siBAZ2B_3_peak_1029,chr10,99446685,99447478,+,115,NA,promoter-TSS (NM_021732),promoter-TSS (NM_021732),-83,NM_021732,60370,,NM_021732,ENSG00000119986,AVPI1,PP5395|VIP32|VIT32,arginine vasopressin induced 1,protein-coding
siBAZ2B_3_peak_7838,chr8,37888137,37888505,+,115,NA,"intron (NM_004095, intron 1 of 2)",CpG,269,NM_004095,1978,,NM_004095,ENSG00000187840,EIF4EBP1,4E-BP1|4EBP1|BP-1|PHAS-I,eukaryotic translation initiation factor 4E binding protein 1,protein-coding
siBAZ2B_3_peak_672,chr1,211688516,211689029,+,115,NA,Intergenic,CpG,-23268,NM_183059,343035,,NM_183059,ENSG00000198570,RD3,C1orf36|LCA12,RD3 regulator of GUCY2D,protein-coding
siBAZ2B_3_peak_8655,chrX,47509765,47510519,+,115,NA,promoter-TSS (NM_001114123),promoter-TSS (NM_001114123),-139,NM_005229,2002,,NM_005229,ENSG00000126767,ELK1,-,ETS transcription factor ELK1,protein-coding
siBAZ2B_3_peak_2591,chr15,34659037,34659945,+,115,NA,promoter-TSS (NM_153613),promoter-TSS (NM_153613),-94,NM_153613,254531,,NM_153613,ENSG00000176454,LPCAT4,AGPAT7|AYTL3|LPAAT-eta|LPEAT2|LPLAT10,lysophosphatidylcholine acyltransferase 4,protein-coding
siBAZ2B_3_peak_8825,chrY,297683,298100,+,115,NA,promoter-TSS (NM_013239),promoter-TSS (NM_013239),-249,NM_013239,28227,,NM_013239,ENSG00000167393,PPP2R3B,NYREN8|PPP2R3L|PPP2R3LY|PR48|PR70,protein phosphatase 2 regulatory subunit B''beta,protein-coding
siBAZ2B_3_peak_5918,chr3,50273149,50273923,+,115,NA,promoter-TSS (NM_001282618),promoter-TSS (NM_001282618),-100,NM_002070,2771,,NM_002070,ENSG00000114353,GNAI2,GIP|GNAI2B|HG1C|H_LUCA15.1|H_LUCA16.1,G protein subunit alpha i2,protein-coding
siBAZ2B_3_peak_1555,chr11,73693810,73694559,+,115,NA,promoter-TSS (NM_001381945),promoter-TSS (NM_001381945),63,NM_001381944,7351,,NM_003355,ENSG00000175567,UCP2,BMIQ4|SLC25A8|UCPH,uncoupling protein 2,protein-coding
siBAZ2B_3_peak_5022,chr2,127821910,127822847,+,115,NA,"intron (NM_139348, intron 6 of 14)","intron (NM_139348, intron 6 of 14)",17263,NM_001320634,274,,NM_004305,ENSG00000136717,BIN1,AMPH2|AMPHL|CNM2|SH3P9,bridging integrator 1,protein-coding
siBAZ2B_3_peak_2962,chr16,3053677,3054388,+,115,NA,Intergenic,CpG,5076,NR_110949,283875,,NM_001396456,ENSG00000262152,GREP1,G029442|LA16c-380H5.1|LA16c-380H5.3|LINC00514,glycine rich extracellular protein 1,protein-coding
siBAZ2B_3_peak_4271,chr19,36505036,36505578,+,115,NA,promoter-TSS (NM_001290056),promoter-TSS (NM_001290056),-97,NM_001347907,101927572,,NM_001290056,,LOC101927572,-,uncharacterized LOC101927572,ncRNA
siBAZ2B_3_peak_8001,chr8,104426927,104427624,+,115,NA,promoter-TSS (NM_015420),promoter-TSS (NM_015420),60,NM_030780,81034,,NM_030780,ENSG00000164933,SLC25A32,GLYB|MFT|MFTC|RREI,solute carrier family 25 member 32,protein-coding
siBAZ2B_3_peak_6838,chr5,179125438,179126085,+,115,NA,promoter-TSS (NM_001024649),promoter-TSS (NM_001024649),-27,NM_001363996,821,,NM_001746,ENSG00000127022,CANX,CNX|IP90|P90,calnexin,protein-coding
siBAZ2B_3_peak_6451,chr5,1333436,1333921,+,115,NA,"intron (NM_030782, intron 7 of 16)","intron (NM_030782, intron 7 of 16)",11536,NM_030782,81037,,NM_030782,ENSG00000049656,CLPTM1L,CRR9,CLPTM1 like,protein-coding
siBAZ2B_3_peak_7431,chr7,56438278,56439672,+,114,NA,Intergenic,Intergenic,77093,NR_029420,650226,,NR_029420,,LOC650226,-,ankyrin repeat domain containing 26 pseudogene,pseudo
siBAZ2B_3_peak_4828,chr2,64371448,64371895,+,114,NA,promoter-TSS (NM_020651),promoter-TSS (NM_020651),-117,NM_020651,57162,,NM_020651,ENSG00000197329,PELI1,-,pellino E3 ubiquitin protein ligase 1,protein-coding
siBAZ2B_3_peak_1302,chr11,34937693,34938149,+,114,NA,promoter-TSS (NM_003477),promoter-TSS (NM_003477),5,NM_015957,51074,,NM_015957,ENSG00000149089,APIP,APIP2|CGI-29|CGI29|MMRP19|hAPIP,APAF1 interacting protein,protein-coding
siBAZ2B_3_peak_6539,chr5,68513602,68514068,+,114,NA,"intron (NM_033281, intron 1 of 3)",CpG,248,NM_033281,92259,,NM_033281,ENSG00000134056,KGD4,DC47|MRP-S36|MRPS36,alpha-ketoglutarate dehydrogenase subunit 4,protein-coding
siBAZ2B_3_peak_3636,chr17,47269519,47270580,+,114,NA,Intergenic,CpG,16694,NM_031498,2793,,NM_031498,ENSG00000167083,GNGT2,G-GAMMA-8|G-GAMMA-C|GNG9|GNGT8|HG3I,G protein subunit gamma transducin 2,protein-coding
siBAZ2B_3_peak_4415,chr19,46220547,46221109,+,114,NA,"intron (NM_001329633, intron 1 of 1)","intron (NM_001329633, intron 1 of 1)",-2292,NM_001329632,23403,,NM_001080469,ENSG00000177051,FBXO46,20D7-FC4|FBXO34L|Fbx46,F-box protein 46,protein-coding
siBAZ2B_3_peak_7984,chr8,102171296,102171793,+,114,NA,Intergenic,L2c|LINE|L2,10923,NR_164368,115830329,,NR_164368,ENSG00000261087,ZNNT1,-,ZNF706 neighboring transcript 1,ncRNA
siBAZ2B_3_peak_6584,chr5,81046683,81047275,+,114,NA,promoter-TSS (NM_001256736),promoter-TSS (NM_001256736),93,NM_001256733,23635,,NM_012446,ENSG00000145687,SSBP2,HSPC116|SOSS-B2,single stranded DNA binding protein 2,protein-coding
siBAZ2B_3_peak_6509,chr5,43120956,43121885,+,114,NA,promoter-TSS (NM_001330705),promoter-TSS (NM_001330705),-143,NM_001330711,7690,,NM_003432,ENSG00000172262,ZNF131,ZBTB35|pHZ-10,zinc finger protein 131,protein-coding
siBAZ2B_3_peak_5243,chr2,232530893,232531731,+,114,NA,Intergenic,Intergenic,-41923,NM_001099285,5757,,NM_002823,ENSG00000187514,PTMA,TMSA,prothymosin alpha,protein-coding
siBAZ2B_3_peak_3445,chr17,22253000,22253386,+,114,NA,Intergenic,ALR/Alpha|Satellite|centr,230756,NM_001190452,100462977,,NM_001190452,,MTRNR2L1,HN1,MT-RNR2 like 1 (pseudogene),pseudo
siBAZ2B_3_peak_2986,chr16,5007820,5008519,+,114,NA,promoter-TSS (NM_014692),promoter-TSS (NM_014692),-162,NM_014692,9717,,NM_014692,ENSG00000103184,SEC14L5,PRELID4B,SEC14 like lipid binding 5,protein-coding
siBAZ2B_3_peak_2034,chr12,107487311,107487937,+,114,NA,promoter-TSS (NM_004075),promoter-TSS (NM_004075),-297,NM_004075,1407,,NM_004075,ENSG00000008405,CRY1,DSPD|PHLL1,cryptochrome circadian regulator 1,protein-coding
siBAZ2B_3_peak_384,chr1,145542686,145543081,+,114,NA,"3' UTR (NM_001303041, exon 26 of 26)","3' UTR (NM_001303041, exon 26 of 26)",-6326,NM_144698,148741,,NM_144698,ENSG00000198483,ANKRD35,-,ankyrin repeat domain 35,protein-coding
siBAZ2B_3_peak_1873,chr12,54411440,54412240,+,114,NA,"intron (NM_014620, intron 1 of 3)",CpG,1168,NR_003084,3222,,NM_018953,ENSG00000172789,HOXC5,CP11|HOX3|HOX3D,homeobox C5,protein-coding
siBAZ2B_3_peak_2972,chr16,4303341,4304193,+,114,NA,promoter-TSS (NR_039999),promoter-TSS (NR_039999),23,NR_039999,100507501,,NR_039999,,LINC01569,-,long intergenic non-protein coding RNA 1569,ncRNA
siBAZ2B_3_peak_4014,chr19,1905244,1905705,+,114,NA,promoter-TSS (NM_001329533),promoter-TSS (NM_001329533),76,NM_001329533,113179,,NM_138422,ENSG00000213638,ADAT3,FWP005|MRT36|MST121|MSTP121|NEDBGF|S863-5|TAD3,adenosine deaminase tRNA specific 3,protein-coding
siBAZ2B_3_peak_5986,chr3,105587961,105588343,+,114,NA,promoter-TSS (NM_001321798),promoter-TSS (NM_001321798),93,NR_135810,868,,NM_004351,ENSG00000114423,CBLB,ADMIO3|Cbl-b|Nbla00127|RNF56,Cbl proto-oncogene B,protein-coding
siBAZ2B_3_peak_3801,chr17,75136433,75137019,+,114,NA,promoter-TSS (NM_001143999),promoter-TSS (NM_001143999),-325,NM_001143999,6397,,NM_003003,ENSG00000129657,SEC14L1,PRELID4A|SEC14L,SEC14 like lipid binding 1,protein-coding
siBAZ2B_3_peak_3737,chr17,66453179,66454263,+,114,NA,promoter-TSS (NR_135471),promoter-TSS (NR_135471),-56,NR_135470,55062,,NM_017983,ENSG00000070540,WIPI1,ATG18|ATG18A|WIPI49,"WD repeat domain, phosphoinositide interacting 1",protein-coding
siBAZ2B_3_peak_5319,chr20,3776428,3776937,+,114,NA,"5' UTR (NM_021873, exon 1 of 16)","5' UTR (NM_021873, exon 1 of 16)",296,NR_136335,994,,NM_004358,ENSG00000101224,CDC25B,-,cell division cycle 25B,protein-coding
siBAZ2B_3_peak_8191,chr9,34665254,34666132,+,114,NA,"5' UTR (NM_001320038, exon 1 of 3)","5' UTR (NM_001320038, exon 1 of 3)",349,NM_001320038,730098,,NM_001320037,ENSG00000187186,LOC730098,-,uncharacterized LOC730098,protein-coding
siBAZ2B_3_peak_953,chr10,74020252,74020745,+,114,NA,Intergenic,Intergenic,-13184,NM_019058,54541,,NM_019058,ENSG00000168209,DDIT4,Dig2|REDD-1|REDD1,DNA damage inducible transcript 4,protein-coding
siBAZ2B_3_peak_3689,chr17,57232343,57233065,+,114,NA,promoter-TSS (NM_182620),promoter-TSS (NM_182620),-157,NM_001100595,348235,,NM_182620,ENSG00000182628,SKA2,FAM33A,spindle and kinetochore associated complex subunit 2,protein-coding
siBAZ2B_3_peak_5511,chr20,60812981,60813606,+,114,NA,promoter-TSS (NM_014835),promoter-TSS (NM_014835),-284,NM_144498,9885,,NM_014835,ENSG00000130703,OSBPL2,DFNA67|DNFA67|ORP-2|ORP2,oxysterol binding protein like 2,protein-coding
siBAZ2B_3_peak_8195,chr9,35115918,35116386,+,114,NA,promoter-TSS (NM_025182),promoter-TSS (NM_025182),-293,NM_025182,80256,,NM_025182,ENSG00000005238,ATOSB,FAM214B|KIAA1539,atos homolog B,protein-coding
siBAZ2B_3_peak_1893,chr12,56511605,56512606,+,114,NA,promoter-TSS (NM_032786),promoter-TSS (NM_032786),55,NM_032786,84872,,NM_032786,ENSG00000135482,ZC3H10,ZC3HDC10,zinc finger CCCH-type containing 10,protein-coding
siBAZ2B_3_peak_3798,chr17,74733148,74733984,+,114,NA,promoter-TSS (NR_148239),promoter-TSS (NR_148239),-17,NR_148239,79157,,NM_024311,ENSG00000092931,MFSD11,ET,major facilitator superfamily domain containing 11,protein-coding
siBAZ2B_3_peak_4802,chr2,55277353,55277975,+,113,NA,promoter-TSS (NR_135829),promoter-TSS (NR_135829),70,NM_001321860,57142,,NM_007008,ENSG00000115310,RTN4,ASY|NI220/250|NOGO|NSP|NSP-CL|Nbla00271|Nbla10545|RTN-X|RTN4-A|RTN4-B1|RTN4-B2|RTN4-C,reticulon 4,protein-coding
siBAZ2B_3_peak_8800,chrX,152989553,152990373,+,113,NA,promoter-TSS (NM_005745),promoter-TSS (NM_005745),-121,NM_001256447,10134,,NM_005745,ENSG00000185825,BCAP31,6C6-AG|BAP31|CDM|DDCH|DELXQ28|DXS1357E|MICRODELXq28,B cell receptor associated protein 31,protein-coding
siBAZ2B_3_peak_7818,chr8,27474394,27475083,+,113,NA,Intergenic,Intergenic,-2521,NM_001831,1191,,NM_001831,ENSG00000120885,CLU,AAG4|APO-J|APOJ|CLI|CLU1|CLU2|KUB1|NA1/NA2|SGP-2|SGP2|SP-40|TRPM-2|TRPM2,clusterin,protein-coding
siBAZ2B_3_peak_4457,chr19,48706871,48707530,+,113,NA,"non-coding (NR_147707, exon 11 of 11)","non-coding (NR_147707, exon 11 of 11)",33263,NM_199341,374920,,NM_199341,ENSG00000185453,ZSWIM9,C19orf68,zinc finger SWIM-type containing 9,protein-coding
siBAZ2B_3_peak_3341,chr17,7117483,7118360,+,113,NA,"intron (NR_135527, intron 3 of 20)",CpG,-2523,NM_001270447,37,,NM_000018,ENSG00000072778,ACADVL,ACAD6|LCACD|VLCAD,acyl-CoA dehydrogenase very long chain,protein-coding
siBAZ2B_3_peak_1902,chr12,56693843,56694563,+,113,NA,promoter-TSS (NM_004077),promoter-TSS (NM_004077),-89,NM_004077,1431,,NM_004077,ENSG00000062485,CS,-,citrate synthase,protein-coding
siBAZ2B_3_peak_6607,chr5,95297068,95297971,+,113,NA,promoter-TSS (NM_012081),promoter-TSS (NM_012081),36,NM_012081,22936,,NM_012081,ENSG00000118985,ELL2,MRCCAT1,elongation factor for RNA polymerase II 2,protein-coding
siBAZ2B_3_peak_4396,chr19,45504399,45505462,+,112,NA,"exon (NM_006509, exon 1 of 11)","exon (NM_006509, exon 1 of 11)",208,NM_006509,5971,,NM_006509,ENSG00000104856,RELB,I-REL|IMD53|IREL|REL-B,"RELB proto-oncogene, NF-kB subunit",protein-coding
siBAZ2B_3_peak_4888,chr2,74710084,74710724,+,112,NA,promoter-TSS (NM_001365575),promoter-TSS (NM_001365575),196,NM_001376130,64427,,NM_022492,ENSG00000115282,TTC31,-,tetratricopeptide repeat domain 31,protein-coding
siBAZ2B_3_peak_8,chr1,911561,912022,+,112,NA,TTS (NM_001367552),TTS (NM_001367552),4762,NM_001369898,84808,,NM_032722,ENSG00000187642,PERM1,C1orf170,"PPARGC1 and ESRR induced regulator, muscle 1",protein-coding
siBAZ2B_3_peak_1892,chr12,56497821,56498665,+,112,NA,promoter-TSS (NM_006191),promoter-TSS (NM_006191),-100,NM_006191,5036,,NM_006191,ENSG00000170515,PA2G4,EBP1|HG4-1|ITAF45|p38-2G4,proliferation-associated 2G4,protein-coding
siBAZ2B_3_peak_4192,chr19,18314697,18315335,+,112,NA,promoter-TSS (NM_002866),promoter-TSS (NM_002866),-164,NM_002866,5864,,NM_002866,ENSG00000105649,RAB3A,-,"RAB3A, member RAS oncogene family",protein-coding
siBAZ2B_3_peak_4288,chr19,38852185,38853213,+,112,NA,"intron (NM_001330496, intron 16 of 27)",CpG,-12512,NM_002812,5714,,NM_002812,ENSG00000099341,PSMD8,HEL-S-91n|HIP6|HYPF|Nin1p|Rpn12|S14|p31,"proteasome 26S subunit, non-ATPase 8",protein-coding
siBAZ2B_3_peak_3868,chr17,80656537,80656928,+,112,NA,promoter-TSS (NM_006822),promoter-TSS (NM_006822),-158,NM_006822,10966,,NM_006822,ENSG00000141542,RAB40B,RAR|SEC4L,"RAB40B, member RAS oncogene family",protein-coding
siBAZ2B_3_peak_4528,chr19,50979640,50980125,+,112,NA,"exon (NM_206538, exon 1 of 7)","exon (NM_206538, exon 1 of 7)",118,NM_175063,284361,,NM_175063,ENSG00000161671,EMC10,C19orf63|HSM1|HSS1|NEDDFAS,ER membrane protein complex subunit 10,protein-coding
siBAZ2B_3_peak_100,chr1,17188376,17188869,+,112,NA,Intergenic,Intergenic,-3106,NR_037446,100500876,,NR_037446,ENSG00000263811,MIR3675,-,microRNA 3675,ncRNA
siBAZ2B_3_peak_5808,chr3,14989244,14990047,+,111,NA,promoter-TSS (NR_046255),promoter-TSS (NR_046255),-245,NR_046255,100505641,,NR_046251,ENSG00000225733,FGD5-AS1,-,FGD5 antisense RNA 1,ncRNA
siBAZ2B_3_peak_2152,chr12,132811735,132812129,+,111,NA,"intron (NM_001122636, intron 6 of 10)","intron (NM_001122636, intron 6 of 10)",-40045,NR_024563,100130238,,NR_024563,,GALNT9-AS1,-,GALNT9 antisense RNA 1,ncRNA
siBAZ2B_3_peak_5833,chr3,25824571,25825303,+,111,NA,promoter-TSS (NM_001145293),promoter-TSS (NM_001145293),-3,NM_018297,55768,,NM_018297,ENSG00000151092,NGLY1,CDDG|CDG1V|PNG-1|PNG1|PNGase,N-glycanase 1,protein-coding
siBAZ2B_3_peak_3512,chr17,36714330,36715769,+,111,NA,"intron (NM_025248, intron 10 of 18)","intron (NM_025248, intron 10 of 18)",47156,NM_025248,80725,,NM_025248,ENSG00000277363,SRCIN1,P140|SNIP,SRC kinase signaling inhibitor 1,protein-coding
siBAZ2B_3_peak_5713,chr22,39101477,39101990,+,111,NA,promoter-TSS (NM_004286),promoter-TSS (NM_004286),-216,NM_004286,9567,,NM_004286,ENSG00000100226,GTPBP1,GP-1|GP1|HSPC018,GTP binding protein 1,protein-coding
siBAZ2B_3_peak_5904,chr3,49131031,49132075,+,111,NA,promoter-TSS (NM_001320583),promoter-TSS (NM_001320583),-49,NM_198880,54870,,NM_017730,ENSG00000198218,QRICH1,AB-DIP|VERBRAS,glutamine rich 1,protein-coding
siBAZ2B_3_peak_1849,chr12,53267710,53268542,+,111,NA,Intergenic,CpG,24642,NR_162090,113218482,,NR_162090,,MIR9898,-,microRNA 9898,ncRNA
siBAZ2B_3_peak_1200,chr11,1410794,1411453,+,111,NA,promoter-TSS (NM_003957),promoter-TSS (NM_003957),-41,NM_001256629,9024,,NM_003957,ENSG00000174672,BRSK2,C11orf7|PEN11B|SAD-A|SAD1|SADA|STK29,BR serine/threonine kinase 2,protein-coding
siBAZ2B_3_peak_4823,chr2,62733014,62733449,+,111,NA,promoter-TSS (NM_198276),promoter-TSS (NM_198276),99,NM_198276,200728,,NM_198276,ENSG00000186889,TMEM17,-,transmembrane protein 17,protein-coding
siBAZ2B_3_peak_5994,chr3,112280581,112281199,+,111,NA,promoter-TSS (NM_001348907),promoter-TSS (NM_001348907),-2,NM_001348911,55032,,NM_017945,ENSG00000138459,SLC35A5,-,solute carrier family 35 member A5,protein-coding
siBAZ2B_3_peak_3078,chr16,30709463,30710662,+,111,NA,promoter-TSS (NM_006662),promoter-TSS (NM_006662),-270,NM_001256932,730183,,NM_001256932,ENSG00000261840,LOC730183,-,uncharacterized LOC730183,ncRNA
siBAZ2B_3_peak_3082,chr16,30933720,30934675,+,111,NA,promoter-TSS (NM_001382781),promoter-TSS (NM_001382781),25,NM_001382780,54620,,NM_019085,ENSG00000099364,FBXL19,CXXC11|Fbl19|JHDM1C,F-box and leucine rich repeat protein 19,protein-coding
siBAZ2B_3_peak_6809,chr5,172483902,172484415,+,111,NA,"intron (NM_001168393, intron 1 of 3)",CpG,803,NM_001168393,153222,,NM_153607,ENSG00000164463,CREBRF,C5orf41|LRF,CREB3 regulatory factor,protein-coding
siBAZ2B_3_peak_6759,chr5,149696674,149697334,+,111,NA,Intergenic,Intergenic,-14536,NM_001012301,340075,,NM_001012301,ENSG00000183876,ARSI,ASI|SPG66,arylsulfatase family member I,protein-coding
siBAZ2B_3_peak_4219,chr19,27733046,27733356,+,111,NA,Intergenic,ALR/Alpha|Satellite|centr,-551138,NR_146734,101927151,,NR_110687,ENSG00000267575,LINC02987,-,long intergenic non-protein coding RNA 2987,ncRNA
siBAZ2B_3_peak_3542,chr17,39949068,39949927,+,111,NA,Intergenic,Intergenic,-6477,NM_001352776,3728,,NM_002230,ENSG00000173801,JUP,CTNNG|DP3|DPIII|PDGB|PG|PKGB,junction plakoglobin,protein-coding
siBAZ2B_3_peak_1460,chr11,65382618,65383291,+,111,NA,promoter-TSS (NM_032223),promoter-TSS (NM_032223),-829,NM_032223,399909,,NM_032223,ENSG00000197136,PCNX3,PCNXL3,pecanex 3,protein-coding
siBAZ2B_3_peak_846,chr10,23727595,23728154,+,111,NA,promoter-TSS (NM_001145373),promoter-TSS (NM_001145373),-130,NM_001145373,220213,,NM_001145373,ENSG00000165312,OTUD1,DUBA7|OTDC1,OTU deubiquitinase 1,protein-coding
siBAZ2B_3_peak_7051,chr6,109415819,109416614,+,111,NA,promoter-TSS (NM_014454),promoter-TSS (NM_014454),-150,NM_001350662,285753,,NM_173830,ENSG00000183137,CEP57L1,C6orf182|bA487F23.2|cep57R,centrosomal protein 57 like 1,protein-coding
siBAZ2B_3_peak_8069,chr8,142439707,142440158,+,111,NA,"intron (NM_032611, intron 5 of 5)",CpG,8444,NM_007079,11156,,NM_007079,ENSG00000184489,PTP4A3,PRL-3|PRL-R|PRL3,protein tyrosine phosphatase 4A3,protein-coding
siBAZ2B_3_peak_1907,chr12,57029911,57030710,+,111,NA,promoter-TSS (NM_001351156),promoter-TSS (NM_001351156),-167,NM_001351156,11176,,NM_013449,ENSG00000076108,BAZ2A,TIP5|WALp3,bromodomain adjacent to zinc finger domain 2A,protein-coding
siBAZ2B_3_peak_787,chr1,249132052,249133211,+,111,NA,"5' UTR (NM_024836, exon 1 of 4)","5' UTR (NM_024836, exon 1 of 4)",208,NM_024836,79894,,NM_024836,ENSG00000171161,ZNF672,-,zinc finger protein 672,protein-coding
siBAZ2B_3_peak_4739,chr2,36824937,36825345,+,110,NA,"exon (NM_001042548, exon 1 of 9)","exon (NM_001042548, exon 1 of 9)",170,NM_001042548,9637,,NM_005102,ENSG00000171055,FEZ2,HUM3CL,fasciculation and elongation protein zeta 2,protein-coding
siBAZ2B_3_peak_1165,chr10,135500185,135501141,+,110,NA,Intergenic,BSR/Beta|Satellite|Satellite,-60364,NM_001080998,441581,,NM_001080998,ENSG00000225899,FRG2B,-,FSHD region gene 2 family member B,protein-coding
siBAZ2B_3_peak_8542,chrUn_gl000216,169414,169813,+,110,NA,NA,BSR/Beta|Satellite|Satellite,NA,NA,,,,,,,,
siBAZ2B_3_peak_1512-2,chr11,67397327,67398217,+,110,NA,promoter-TSS (NM_001243750),promoter-TSS (NM_001243750),-364,NM_001243750,254552,,NM_181843,ENSG00000167799,NUDT8,-,nudix hydrolase 8,protein-coding
siBAZ2B_3_peak_833,chr10,16859191,16859793,+,110,NA,promoter-TSS (NM_012425),promoter-TSS (NM_012425),-39,NM_152724,6251,,NM_012425,ENSG00000148484,RSU1,RSP-1,Ras suppressor protein 1,protein-coding
siBAZ2B_3_peak_1512,chr11,67397327,67398217,+,110,NA,promoter-TSS (NM_001243750),promoter-TSS (NM_001243750),-364,NM_001243750,254552,,NM_181843,ENSG00000167799,NUDT8,-,nudix hydrolase 8,protein-coding
siBAZ2B_3_peak_5613,chr21,48055281,48055935,+,110,NA,promoter-TSS (NM_001242866),promoter-TSS (NM_001242866),22,NM_206962,3275,,NM_001535,ENSG00000160310,PRMT2,HRMT1L1,protein arginine methyltransferase 2,protein-coding
siBAZ2B_3_peak_8096,chr8,144911277,144911781,+,110,NA,promoter-TSS (NM_001271096),promoter-TSS (NM_001271096),-44,NM_001271098,22827,,NM_014281,ENSG00000179950,PUF60,FIR|RoBPI|SIAHBP1|VRJS,poly(U) binding splicing factor 60,protein-coding
siBAZ2B_3_peak_971,chr10,80062760,80063555,+,110,NA,Intergenic,CpG,36058,NR_073447,414243,,NR_073447,ENSG00000230417,LINC00595,C10orf101,long intergenic non-protein coding RNA 595,ncRNA
siBAZ2B_3_peak_3840,chr17,79302867,79303944,+,110,NA,"intron (NR_165247, intron 1 of 2)","intron (NR_165247, intron 1 of 2)",1069,NR_165247,284186,,NM_178520,ENSG00000185332,TMEM105,-,TMEM105 long non-coding RNA,ncRNA
siBAZ2B_3_peak_3369,chr17,8059702,8060147,+,110,NA,Intergenic,CpG,-4202,NM_002616,5187,,NM_002616,ENSG00000179094,PER1,PER|RIGUI|hPER,period circadian regulator 1,protein-coding
