,Uniprot,Protein Symbol,Antibody Link,Number of Antibodies,Number of Providers,Number of Ref-ed Antibodies,Article Count,Interactions,GO Score,UV Score,Overall Score,GO Terms
148,P37840,SNCA,None,0,54,0,22,7,2,5,,"['C:actin cytoskeleton', 'C:axon', 'C:axon terminus', 'C:cell cortex', 'C:cytoplasm', 'C:cytosol', 'C:extracellular region', 'C:extracellular space', 'C:growth cone', 'C:inclusion body', 'C:lysosome', 'C:membrane', 'C:mitochondrion', 'C:neuronal cell body', 'C:nucleus', 'C:perinuclear region of cytoplasm', 'C:plasma membrane', 'C:postsynapse', 'C:protein-containing complex', 'C:supramolecular fiber', 'C:synaptic vesicle membrane', 'F:actin binding', 'F:alpha-tubulin binding', 'F:calcium ion binding', 'F:copper ion binding', 'F:cuprous ion binding', 'F:cysteine-type endopeptidase inhibitor activity involved in apoptotic process', 'F:dynein complex binding', 'F:ferrous iron binding', 'F:histone binding', 'F:Hsp70 protein binding', 'F:identical protein binding', 'F:kinesin binding', 'F:lipid binding', 'F:magnesium ion binding', 'F:molecular adaptor activity', 'F:oxidoreductase activity', 'F:phospholipid binding', 'F:phosphoprotein binding', 'F:protein kinase inhibitor activity', 'F:SNARE binding', 'F:tau protein binding', 'F:transcription cis-regulatory region binding', 'F:zinc ion binding', 'P:activation of cysteine-type endopeptidase activity involved in apoptotic process', 'P:adult locomotory behavior', 'P:amyloid fibril formation', 'P:cellular response to copper ion', 'P:cellular response to epinephrine stimulus', 'P:cellular response to oxidative stress', 'P:chemical synaptic transmission', 'P:dopamine biosynthetic process', 'P:dopamine uptake involved in synaptic transmission', 'P:excitatory postsynaptic potential', 'P:fatty acid metabolic process', 'P:long-term synaptic potentiation', 'P:microglial cell activation', 'P:mitochondrial ATP synthesis coupled electron transport', 'P:mitochondrial membrane organization', 'P:negative regulation of apoptotic process', 'P:negative regulation of chaperone-mediated autophagy', 'P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process', 'P:negative regulation of dopamine uptake involved in synaptic transmission', 'P:negative regulation of exocytosis', 'P:negative regulation of microtubule polymerization', 'P:negative regulation of mitochondrial electron transport, NADH to ubiquinone', 'P:negative regulation of monooxygenase activity', 'P:negative regulation of neuron apoptotic process', 'P:negative regulation of norepinephrine uptake', 'P:negative regulation of platelet-derived growth factor receptor signaling pathway', 'P:negative regulation of protein kinase activity', 'P:negative regulation of serotonin uptake', 'P:negative regulation of thrombin-activated receptor signaling pathway', 'P:negative regulation of transcription by RNA polymerase II', 'P:negative regulation of transporter activity', 'P:neuron apoptotic process', 'P:neutral lipid metabolic process', 'P:phospholipid metabolic process', 'P:positive regulation of apoptotic process', 'P:positive regulation of endocytosis', 'P:positive regulation of exocytosis', 'P:positive regulation of glutathione peroxidase activity', 'P:positive regulation of hydrogen peroxide catabolic process', 'P:positive regulation of inflammatory response', 'P:positive regulation of inositol phosphate biosynthetic process', 'P:positive regulation of neurotransmitter secretion', 'P:positive regulation of peptidyl-serine phosphorylation', 'P:positive regulation of protein localization to cell periphery', 'P:positive regulation of protein serine/threonine kinase activity', 'P:positive regulation of receptor recycling', 'P:positive regulation of release of sequestered calcium ion into cytosol', 'P:positive regulation of SNARE complex assembly', 'P:protein destabilization', 'P:protein tetramerization', 'P:receptor internalization', 'P:regulation of acyl-CoA biosynthetic process', 'P:regulation of dopamine secretion', 'P:regulation of glutamate secretion', 'P:regulation of locomotion', 'P:regulation of long-term neuronal synaptic plasticity', 'P:regulation of macrophage activation', 'P:regulation of norepinephrine uptake', 'P:regulation of phospholipase activity', 'P:regulation of presynapse assembly', 'P:regulation of reactive oxygen species biosynthetic process', 'P:regulation of synaptic vesicle recycling', 'P:regulation of transmembrane transporter activity', 'P:response to interleukin-1', 'P:response to iron(II) ion', 'P:response to lipopolysaccharide', 'P:response to magnesium ion', 'P:response to type II interferon', 'P:response to xenobiotic stimulus', 'P:SNARE complex assembly', 'P:supramolecular fiber organization', 'P:synapse organization', 'P:synaptic vesicle endocytosis', 'P:synaptic vesicle exocytosis', 'P:synaptic vesicle priming', 'P:synaptic vesicle transport']"
149,P40189,IL6ST,None,0,39,0,13,1,0,-4,,"['C:ciliary neurotrophic factor receptor complex', 'C:dendrite', 'C:external side of plasma membrane', 'C:extracellular exosome', 'C:extracellular region', 'C:extracellular space', 'C:interleukin-6 receptor complex', 'C:membrane', 'C:membrane raft', 'C:neuronal cell body', 'C:oncostatin-M receptor complex', 'C:plasma membrane', 'C:receptor complex', 'F:ciliary neurotrophic factor receptor activity', 'F:ciliary neurotrophic factor receptor binding', 'F:coreceptor activity', 'F:cytokine binding', 'F:cytokine receptor activity', 'F:growth factor binding', 'F:identical protein binding', 'F:interleukin-11 binding', 'F:interleukin-11 receptor activity', 'F:interleukin-27 receptor activity', 'F:protein tyrosine kinase activator activity', 'F:scaffold protein binding', 'P:ciliary neurotrophic factor-mediated signaling pathway', 'P:cytokine-mediated signaling pathway', 'P:glycogen metabolic process', 'P:interleukin-11-mediated signaling pathway', 'P:interleukin-27-mediated signaling pathway', 'P:interleukin-6-mediated signaling pathway', 'P:intestinal epithelial cell development', 'P:leukemia inhibitory factor signaling pathway', 'P:negative regulation of apoptotic process', 'P:negative regulation of interleukin-6-mediated signaling pathway', 'P:negative regulation of neuron apoptotic process', 'P:oncostatin-M-mediated signaling pathway', 'P:positive regulation of acute inflammatory response', 'P:positive regulation of adaptive immune response', 'P:positive regulation of astrocyte differentiation', 'P:positive regulation of cardiac muscle hypertrophy', 'P:positive regulation of cell population proliferation', 'P:positive regulation of Notch signaling pathway', 'P:positive regulation of osteoblast differentiation', 'P:positive regulation of platelet aggregation', 'P:positive regulation of T cell proliferation', 'P:positive regulation of tyrosine phosphorylation of STAT protein', 'P:positive regulation of vascular endothelial growth factor production', 'P:response to cytokine', 'P:T-helper 17 cell lineage commitment']"
150,P40394,ADH7,None,0,31,0,2,1,0,-4,,"['C:cytosol', 'C:plasma membrane', 'F:alcohol dehydrogenase (NAD+) activity', 'F:alcohol dehydrogenase (NAD+) activity, zinc-dependent', 'F:aldehyde oxidase activity', 'F:all-trans-retinol dehydrogenase (NAD+) activity', 'F:ethanol binding', 'F:omega-hydroxydecanoate dehydrogenase activity', 'F:receptor antagonist activity', 'F:retinol binding', 'F:zinc ion binding', 'P:fatty acid omega-oxidation', 'P:response to bacterium', 'P:response to ethanol', 'P:retinoic acid metabolic process', 'P:retinoid metabolic process', 'P:retinol metabolic process']"
151,P40855,PEX19,None,0,29,0,1,7,0,2,,"['C:brush border membrane', 'C:cytoplasm', 'C:cytosol', 'C:membrane', 'C:nucleoplasm', 'C:nucleus', 'C:peroxisomal membrane', 'C:peroxisome', 'C:protein-containing complex', 'F:ATPase binding', 'F:peroxisome membrane class-1 targeting sequence binding', 'F:peroxisome membrane targeting sequence binding', 'F:protein carrier chaperone', 'P:chaperone-mediated protein folding', 'P:establishment of protein localization to peroxisome', 'P:negative regulation of lipid binding', 'P:peroxisome fission', 'P:peroxisome membrane biogenesis', 'P:peroxisome organization', 'P:protein import into peroxisome membrane', 'P:protein stabilization', 'P:protein targeting to peroxisome']"
152,P41214,EIF2D,None,0,25,0,1,2,-3,3,,"['C:cytoplasm', 'C:cytosol', 'C:nuclear body', 'F:RNA binding', 'F:signaling receptor activity', 'F:translation initiation factor activity', 'P:formation of translation preinitiation complex', 'P:intracellular protein transport', 'P:IRES-dependent viral translational initiation', 'P:ribosome disassembly']"
153,P43358,MAGEA4,None,0,32,0,113,0,1,2,,"['C:nucleus', 'F:histone deacetylase binding', 'P:negative regulation of apoptotic process', 'P:negative regulation of transcription by RNA polymerase II', 'P:positive regulation of cell cycle']"
154,P43362,MAGEA9,None,0,1,0,22,0,1,3,,"['C:nucleus', 'F:histone deacetylase binding', 'P:negative regulation of transcription by RNA polymerase II']"
155,P43362,MAGEA9B,None,0,1,0,0,0,1,3,,"['C:nucleus', 'F:histone deacetylase binding', 'P:negative regulation of transcription by RNA polymerase II']"
156,P43362,MAGEA9,None,0,1,0,22,0,1,3,,"['C:nucleus', 'F:histone deacetylase binding', 'P:negative regulation of transcription by RNA polymerase II']"
157,P43362,MAGEA9B,None,0,1,0,0,0,1,3,,"['C:nucleus', 'F:histone deacetylase binding', 'P:negative regulation of transcription by RNA polymerase II']"
158,P45378,TNNT3,None,0,30,0,2,27,-1,3,,"['C:cytosol', 'C:troponin complex', 'F:calcium-dependent protein binding', 'F:tropomyosin binding', 'F:troponin C binding', 'F:troponin I binding', 'P:positive regulation of calcium-dependent ATPase activity', 'P:regulation of ATP-dependent activity', 'P:regulation of striated muscle contraction', 'P:sarcomere organization', 'P:skeletal muscle contraction']"
159,P46108,CRK,None,0,37,0,38,14,1,2,,"['C:actin cytoskeleton', 'C:cytoplasm', 'C:cytosol', 'C:extracellular exosome', 'C:membrane', 'C:neuromuscular junction', 'C:nucleus', 'C:plasma membrane', 'C:protein-containing complex', 'F:cytoskeletal protein binding', 'F:ephrin receptor binding', 'F:insulin-like growth factor receptor binding', 'F:kinase binding', 'F:phosphotyrosine residue binding', 'F:protein phosphorylated amino acid binding', 'F:protein tyrosine kinase binding', 'F:receptor tyrosine kinase binding', 'F:scaffold protein binding', 'F:SH2 domain binding', 'F:SH3 domain binding', 'F:signaling adaptor activity', 'F:signaling receptor complex adaptor activity', 'F:ubiquitin protein ligase binding', 'P:actin cytoskeleton organization', 'P:cell chemotaxis', 'P:cell migration', 'P:cell population proliferation', 'P:cellular response to endothelin', 'P:cellular response to insulin-like growth factor stimulus', 'P:cellular response to nerve growth factor stimulus', 'P:cellular response to nitric oxide', 'P:cellular response to transforming growth factor beta stimulus', 'P:cerebellar neuron development', 'P:cerebral cortex development', 'P:dendrite development', 'P:enzyme-linked receptor protein signaling pathway', 'P:ephrin receptor signaling pathway', 'P:establishment of cell polarity', 'P:helper T cell diapedesis', 'P:hippocampus development', 'P:lipid metabolic process', 'P:negative regulation of cell motility', 'P:negative regulation of natural killer cell mediated cytotoxicity', 'P:negative regulation of wound healing', 'P:neuron migration', 'P:positive regulation of cell growth', 'P:positive regulation of JNK cascade', 'P:positive regulation of Rac protein signal transduction', 'P:positive regulation of skeletal muscle acetylcholine-gated channel clustering', 'P:positive regulation of smooth muscle cell migration', 'P:positive regulation of substrate adhesion-dependent cell spreading', 'P:postsynaptic specialization assembly', 'P:protein localization to membrane', 'P:reelin-mediated signaling pathway', 'P:regulation of actin cytoskeleton organization', 'P:regulation of cell adhesion mediated by integrin', 'P:regulation of cell shape', 'P:regulation of dendrite development', 'P:regulation of GTPase activity', 'P:regulation of intracellular signal transduction', 'P:regulation of signal transduction', 'P:regulation of T cell migration', 'P:regulation of transcription by RNA polymerase II', 'P:response to cholecystokinin', 'P:response to hepatocyte growth factor', 'P:response to hydrogen peroxide', 'P:response to peptide', 'P:response to yeast']"
160,P46527,CDKN1B,None,0,47,0,70,7,2,-4,,"['C:Cul4A-RING E3 ubiquitin ligase complex', 'C:cytoplasm', 'C:cytosol', 'C:endosome', 'C:intracellular membrane-bounded organelle', 'C:nucleoplasm', 'C:nucleus', 'F:cyclin binding', 'F:cyclin-dependent protein kinase activating kinase regulator activity', 'F:cyclin-dependent protein serine/threonine kinase inhibitor activity', 'F:Hsp70 protein binding', 'F:molecular adaptor activity', 'F:molecular function inhibitor activity', 'F:protein kinase binding', 'F:protein kinase inhibitor activity', 'F:protein phosphatase binding', 'F:protein-containing complex binding', 'F:protein-folding chaperone binding', 'F:ubiquitin ligase activator activity', 'F:ubiquitin protein ligase binding', 'P:autophagic cell death', 'P:cellular response to antibiotic', 'P:cellular response to hypoxia', 'P:cellular response to lithium ion', 'P:cellular response to organic cyclic compound', 'P:cellular senescence', 'P:DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest', 'P:epithelial cell apoptotic process', 'P:epithelial cell proliferation involved in prostate gland development', 'P:G1/S transition of mitotic cell cycle', 'P:heart development', 'P:inner ear development', 'P:negative regulation of cardiac muscle tissue regeneration', 'P:negative regulation of cell growth', 'P:negative regulation of cell population proliferation', 'P:negative regulation of cyclin-dependent protein kinase activity', 'P:negative regulation of cyclin-dependent protein serine/threonine kinase activity', 'P:negative regulation of DNA-templated transcription', 'P:negative regulation of epithelial cell apoptotic process', 'P:negative regulation of epithelial cell proliferation involved in prostate gland development', 'P:negative regulation of kinase activity', 'P:negative regulation of mitotic cell cycle', 'P:negative regulation of phosphorylation', 'P:negative regulation of vascular associated smooth muscle cell proliferation', 'P:Notch signaling pathway', 'P:nuclear export', 'P:placenta development', 'P:positive regulation of cell population proliferation', 'P:positive regulation of DNA replication', 'P:positive regulation of microtubule polymerization', 'P:positive regulation of protein catabolic process', 'P:positive regulation of protein phosphorylation', 'P:potassium ion transport', 'P:regulation of cell cycle', 'P:regulation of cell cycle G1/S phase transition', 'P:regulation of cell migration', 'P:regulation of cyclin-dependent protein serine/threonine kinase activity', 'P:regulation of exit from mitosis', 'P:regulation of G1/S transition of mitotic cell cycle', 'P:regulation of lens fiber cell differentiation', 'P:response to amino acid', 'P:response to cadmium ion', 'P:response to estradiol', 'P:response to glucose', 'P:response to peptide hormone', 'P:response to xenobiotic stimulus', 'P:sensory perception of sound']"
161,P48059,LIMS1,None,0,32,0,3,1,1,3,,"['C:cell-cell junction', 'C:cytoplasm', 'C:cytosol', 'C:focal adhesion', 'C:perinuclear region of cytoplasm', 'C:plasma membrane', 'F:protein kinase binding', 'F:zinc ion binding', 'P:cell-cell adhesion', 'P:cell-cell junction organization', 'P:cellular response to transforming growth factor beta stimulus', 'P:establishment of protein localization', 'P:negative regulation of DNA-templated transcription', 'P:positive regulation of canonical NF-kappaB signal transduction', 'P:positive regulation of cell-substrate adhesion', 'P:positive regulation of focal adhesion assembly', 'P:positive regulation of gene expression', 'P:positive regulation of GTPase activity', 'P:positive regulation of integrin-mediated signaling pathway', 'P:positive regulation of substrate adhesion-dependent cell spreading', 'P:tumor necrosis factor-mediated signaling pathway']"
162,P48739,PITPNB,None,0,28,0,0,1,0,2,,"['C:cytoplasm', 'C:endoplasmic reticulum membrane', 'C:Golgi apparatus', 'C:Golgi membrane', 'F:phosphatidylcholine binding', 'F:phosphatidylcholine transfer activity', 'F:phosphatidylcholine transporter activity', 'F:phosphatidylinositol binding', 'F:phosphatidylinositol transfer activity', 'F:sphingomyelin transfer activity', 'P:lipid metabolic process', 'P:nucleus organization', 'P:phospholipid transport', 'P:retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum']"
163,P48741,NA,None,0,0,0,3095,0,0,3,,"['C:blood microparticle', 'C:cytoplasm', 'C:extracellular exosome', 'C:nucleus', 'F:ATP binding', 'F:ATP hydrolysis activity', 'F:ATP-dependent protein folding chaperone', 'F:heat shock protein binding', 'F:protein folding chaperone', 'P:chaperone cofactor-dependent protein refolding', 'P:protein refolding']"
164,P49023,PXN,None,0,47,0,28,26,0,3,,"['C:cell cortex', 'C:cell-cell junction', 'C:cytosol', 'C:focal adhesion', 'C:lamellipodium', 'C:microtubule associated complex', 'C:plasma membrane', 'C:stress fiber', 'F:beta-catenin binding', 'F:metal ion binding', 'F:neuropilin binding', 'F:protein phosphatase binding', 'F:vinculin binding', 'P:cell adhesion', 'P:cell migration', 'P:cellular response to reactive oxygen species', 'P:endothelial cell migration', 'P:growth hormone receptor signaling pathway', 'P:positive regulation of stress fiber assembly', 'P:signal complex assembly', 'P:signal transduction', 'P:substrate adhesion-dependent cell spreading', 'P:transforming growth factor beta receptor signaling pathway']"
165,P49441,INPP1,None,0,21,0,0,1,0,2,,"['C:cytosol', 'F:inositol-1,3,4-trisphosphate 1-phosphatase activity', 'F:inositol-1,4-bisphosphate 1-phosphatase activity', 'F:metal ion binding', 'P:phosphate-containing compound metabolic process', 'P:phosphatidylinositol phosphate biosynthetic process', 'P:signal transduction']"
