,Uniprot,Protein Symbol,Antibody Link,Number of Antibodies,Number of Providers,Article Count,Interactions,GO Score,Overall Score,GO Terms
177,P52948,NUP98,https://www.antibodypedia.com/gene/23367/NUP98,332,32.0,736,16,1,2.9039726316902352,"['GO:0005829', 'GO:0016604', 'GO:0005635', 'GO:0042405', 'GO:0031965', 'GO:0034399', 'GO:0005643', 'GO:0044614', 'GO:0044615', 'GO:0031080', 'GO:0005654', 'GO:1990904', 'GO:0140693', 'GO:0003729', 'GO:0008139', 'GO:1990841', 'GO:0003723', 'GO:0008236', 'GO:0017056', 'GO:0003713', 'GO:0051028', 'GO:0051292', 'GO:0006999', 'GO:0006913', 'GO:0048026', 'GO:0000973', 'GO:0006606', 'GO:0006508', 'GO:0006405', 'GO:0034398']"
178,P53367,ARFIP1,https://www.antibodypedia.com/gene/3910/ARFIP1,248,30.0,17,2,0,0.6996926903424912,"['GO:0005829', 'GO:0000139', 'GO:0032588', 'GO:0070273', 'GO:0005543', 'GO:0019904', 'GO:0006886', 'GO:1905280', 'GO:0034315', 'GO:0050708']"
179,P53675,CLTCL1,https://www.antibodypedia.com/gene/50558/CLTCL1,114,20.0,52,9,0,1.5592797572047983,"['GO:0030130', 'GO:0071439', 'GO:0045334', 'GO:0005905', 'GO:0030136', 'GO:0030135', 'GO:0005829', 'GO:0070062', 'GO:0005770', 'GO:0016020', 'GO:0097443', 'GO:0005819', 'GO:0005802', 'GO:0032051', 'GO:0005198', 'GO:0009653', 'GO:0006886', 'GO:0000278', 'GO:0046326', 'GO:0006898', 'GO:0042147']"
180,P54296,MYOM2,https://www.antibodypedia.com/gene/940/MYOM2,134,25.0,50,16,-1,2.248272480926807,"['GO:0031430', 'GO:0005739', 'GO:0032982', 'GO:0019900', 'GO:0008307', 'GO:0002074', 'GO:0006936', 'GO:0045214']"
181,P54821,PRRX1,https://www.antibodypedia.com/gene/34372/PRRX1,432,30.0,473,7,8,4.996465921885596,"['GO:0000785', 'GO:0005829', 'GO:0005654', 'GO:0005634', 'GO:0001228', 'GO:0000981', 'GO:0001227', 'GO:0071837', 'GO:0000978', 'GO:0016251', 'GO:0061629', 'GO:0048844', 'GO:0051216', 'GO:0048701', 'GO:0030326', 'GO:0042472', 'GO:0010463', 'GO:0042474', 'GO:0048664', 'GO:0097150', 'GO:0002053', 'GO:0045880', 'GO:2000648', 'GO:0045944', 'GO:0070570', 'GO:0006357', 'GO:0060021', 'GO:0007224', 'GO:0072089']"
182,P55039,DRG2,https://www.antibodypedia.com/gene/1408/DRG2,126,22.0,50,2,-1,0.028844665821446736,"['GO:0005737', 'GO:0005829', 'GO:0043231', 'GO:0016020', 'GO:0005654', 'GO:0005634', 'GO:0005525', 'GO:0003924', 'GO:0046872', 'GO:0003723', 'GO:0002181', 'GO:0007165']"
183,P57076,CFAP298,https://www.antibodypedia.com/gene/6941/CFAP298,194,19.0,9,1,0,0.4618641019936047,"['GO:0005929', 'GO:0005856', 'GO:0005829', 'GO:0005634', 'GO:0060271', 'GO:0003352']"
184,P61019,RAB2A,https://www.antibodypedia.com/gene/4367/RAB2A,329,36.0,82,8,0,1.7225519870756134,"['GO:0001669', 'GO:0000421', 'GO:0005829', 'GO:0005789', 'GO:0033116', 'GO:0070062', 'GO:0005794', 'GO:0000139', 'GO:0005765', 'GO:0042470', 'GO:0005634', 'GO:0019003', 'GO:0005525', 'GO:0003924', 'GO:0006888', 'GO:0007030', 'GO:0016236', 'GO:0015031', 'GO:0016192']"
185,P62487,POLR2G,https://www.antibodypedia.com/gene/14963/POLR2G,222,31.0,22,17,1,3.4661033179517458,"['GO:0005654', 'GO:0005634', 'GO:0000932', 'GO:0005665', 'GO:0003697', 'GO:0003727', 'GO:0031369', 'GO:0000956', 'GO:0060213', 'GO:0045948', 'GO:0006366', 'GO:0006367']"
186,P62736,ACTA2,https://www.antibodypedia.com/gene/30207/ACTA2,1518,52.0,3113,21,0,3.2139443596774417,"['GO:0005604', 'GO:0044297', 'GO:0005737', 'GO:0005829', 'GO:0070062', 'GO:0005615', 'GO:0030175', 'GO:0030027', 'GO:0031514', 'GO:0032991', 'GO:0030485', 'GO:0001725', 'GO:0005524', 'GO:0016787', 'GO:0019901', 'GO:0071560', 'GO:0072144', 'GO:0072051', 'GO:0090131', 'GO:0070374', 'GO:0010628', 'GO:2000491', 'GO:0061874', 'GO:0061870', 'GO:0008217', 'GO:0009615', 'GO:0014829']"
187,P63162,SNRPN,https://www.antibodypedia.com/gene/22280/SNRPN,158,25.0,1594,9,-2,-0.5213107240198269,"['GO:0071013', 'GO:0005737', 'GO:0005654', 'GO:0030532', 'GO:0005681', 'GO:0005685', 'GO:0005686', 'GO:0071004', 'GO:0005687', 'GO:0046540', 'GO:0005682', 'GO:0003723', 'GO:0070990', 'GO:0000398', 'GO:0008380']"
188,P63162,SNURF,https://www.antibodypedia.com/gene/22280/SNRPN,158,25.0,120,9,-2,0.6785032782361964,"['GO:0071013', 'GO:0005737', 'GO:0005654', 'GO:0030532', 'GO:0005681', 'GO:0005685', 'GO:0005686', 'GO:0071004', 'GO:0005687', 'GO:0046540', 'GO:0005682', 'GO:0003723', 'GO:0070990', 'GO:0000398', 'GO:0008380']"
189,P63162,SNRPN,https://www.antibodypedia.com/gene/22280/SNRPN,158,25.0,1594,9,-2,-0.5213107240198269,"['GO:0071013', 'GO:0005737', 'GO:0005654', 'GO:0030532', 'GO:0005681', 'GO:0005685', 'GO:0005686', 'GO:0071004', 'GO:0005687', 'GO:0046540', 'GO:0005682', 'GO:0003723', 'GO:0070990', 'GO:0000398', 'GO:0008380']"
190,P63162,SNURF,https://www.antibodypedia.com/gene/22280/SNRPN,158,25.0,120,9,-2,0.6785032782361964,"['GO:0071013', 'GO:0005737', 'GO:0005654', 'GO:0030532', 'GO:0005681', 'GO:0005685', 'GO:0005686', 'GO:0071004', 'GO:0005687', 'GO:0046540', 'GO:0005682', 'GO:0003723', 'GO:0070990', 'GO:0000398', 'GO:0008380']"
191,P63261,ACTG1,https://www.antibodypedia.com/gene/32827/ACTG1,367,34.0,212,36,0,6.090923050042007,"['GO:0005884', 'GO:0043296', 'GO:0030424', 'GO:0120220', 'GO:0072562', 'GO:0044305', 'GO:0005911', 'GO:0005737', 'GO:0005856', 'GO:0005829', 'GO:0097433', 'GO:0070062', 'GO:0005615', 'GO:0031941', 'GO:0005925', 'GO:0016020', 'GO:0030016', 'GO:0035267', 'GO:0005634', 'GO:0045335', 'GO:0005886', 'GO:0098685', 'GO:0045202', 'GO:0005524', 'GO:0016787', 'GO:0042802', 'GO:0005522', 'GO:0019901', 'GO:0005200', 'GO:0098973', 'GO:0031625', 'GO:0001525', 'GO:0007409', 'GO:0048870', 'GO:0071346', 'GO:0035633', 'GO:0001738', 'GO:0070527', 'GO:0030335', 'GO:0010628', 'GO:0090303', 'GO:1902396', 'GO:0051893', 'GO:0051492', 'GO:1900242', 'GO:0150111', 'GO:0045214', 'GO:0120192']"
192,P63316,TNNC1,https://www.antibodypedia.com/gene/3730/TNNC1,456,33.0,135,18,0,3.459509446394143,"['GO:1990584', 'GO:0005829', 'GO:0005861', 'GO:0051015', 'GO:0005509', 'GO:0048306', 'GO:0042803', 'GO:0031013', 'GO:0031014', 'GO:0060048', 'GO:0002086', 'GO:0043462', 'GO:0006937', 'GO:0032972', 'GO:0010038', 'GO:0003009', 'GO:0014883', 'GO:0055010']"
193,P68032,ACTC1,https://www.antibodypedia.com/gene/9782/ACTC1,325,35.0,235,29,-3,3.5573181888602083,"['GO:0005884', 'GO:0072562', 'GO:0044297', 'GO:0005737', 'GO:0005829', 'GO:0070062', 'GO:0005615', 'GO:0030175', 'GO:0005925', 'GO:0098978', 'GO:0031674', 'GO:0030027', 'GO:0016020', 'GO:0030017', 'GO:0005524', 'GO:0016787', 'GO:0000146', 'GO:0017022', 'GO:0007015', 'GO:0030048', 'GO:0033275', 'GO:0031032', 'GO:0055008', 'GO:0055003', 'GO:0060047', 'GO:0090131', 'GO:0043066', 'GO:0010628', 'GO:0030240']"
194,P68133,ACTA1,https://www.antibodypedia.com/gene/3508/ACTA1,1308,46.0,409,36,-1,6.993831595461797,"['GO:0015629', 'GO:0005884', 'GO:0072562', 'GO:0044297', 'GO:0005829', 'GO:0070062', 'GO:0005615', 'GO:0030175', 'GO:0030027', 'GO:0030017', 'GO:0001725', 'GO:0005865', 'GO:0043531', 'GO:0005524', 'GO:0016787', 'GO:0017022', 'GO:0005200', 'GO:0071417', 'GO:0090131', 'GO:0006936', 'GO:0010628', 'GO:0009991', 'GO:0009612', 'GO:0048545', 'GO:0043503', 'GO:0048741', 'GO:0030240']"
195,P68363,TUBA1B,https://www.antibodypedia.com/gene/3156/TUBA1B,634,40.0,70,6,0,1.9069448912997944,"['GO:0005737', 'GO:0005881', 'GO:0005874', 'GO:0015630', 'GO:0003725', 'GO:0005525', 'GO:0003924', 'GO:0005200', 'GO:0005198', 'GO:0031625', 'GO:0051301', 'GO:0071353', 'GO:0030705', 'GO:0000226', 'GO:0007017', 'GO:0000278']"
196,P69891,HBG1,https://www.antibodypedia.com/gene/23583/HBG1,178,27.0,120,1,0,0.3458146729720321,"['GO:0005829', 'GO:0031838', 'GO:0005833', 'GO:0020037', 'GO:0031721', 'GO:0046872', 'GO:0043177', 'GO:0019825', 'GO:0005344', 'GO:0015670', 'GO:0098869', 'GO:0042744', 'GO:0015671']"
197,P69892,HBG2,https://www.antibodypedia.com/gene/4250/HBG2,94,20.0,179,1,0,0.1628798542462194,"['GO:0072562', 'GO:0005829', 'GO:0031838', 'GO:0005833', 'GO:0020037', 'GO:0031721', 'GO:0046872', 'GO:0043177', 'GO:0019825', 'GO:0005344', 'GO:0015670', 'GO:0098869', 'GO:0042744', 'GO:0015671']"
198,P78318,IGBP1,https://www.antibodypedia.com/gene/359/IGBP1,249,27.0,72,5,1,1.57741423405035,"['GO:0005737', 'GO:0005829', 'GO:0051721', 'GO:0019888', 'GO:0042113', 'GO:0043154', 'GO:0032873', 'GO:0000122', 'GO:0035303', 'GO:0060632', 'GO:0070555', 'GO:0034612', 'GO:0007165']"
199,P83436,COG7,https://www.antibodypedia.com/gene/25940/COG7,205,31.0,49,6,0,1.2350354711044165,"['GO:0005794', 'GO:0000139', 'GO:0017119', 'GO:0043231', 'GO:0005730', 'GO:0032588', 'GO:0070085', 'GO:0007030', 'GO:0006886', 'GO:0006486', 'GO:0034067', 'GO:0033365', 'GO:0050821', 'GO:0000301', 'GO:0006890']"
200,P84103,SRSF3,https://www.antibodypedia.com/gene/29693/SRSF3,277,30.0,302,8,-3,0.11582102357139767,"['GO:0005737', 'GO:0016607', 'GO:0005654', 'GO:0043274', 'GO:0070878', 'GO:0160134', 'GO:0003723', 'GO:1990830', 'GO:0006406', 'GO:0000398', 'GO:0031053', 'GO:0048024']"
201,Q00587,CDC42EP1,https://www.antibodypedia.com/gene/299/CDC42EP1,139,29.0,26,0,0,0.20207981889277687,"['GO:0005912', 'GO:0005737', 'GO:0005856', 'GO:0005829', 'GO:0012505', 'GO:0005925', 'GO:0005886', 'GO:0098641', 'GO:0031267', 'GO:0030838', 'GO:0031274', 'GO:0008360', 'GO:0007266']"
202,Q00872,MYBPC1,https://www.antibodypedia.com/gene/17936/MYBPC1,296,30.0,82,18,-2,2.349587320647312,"['GO:0005829', 'GO:0030016', 'GO:0032982', 'GO:0003779', 'GO:0017022', 'GO:0008307', 'GO:0031432', 'GO:0007155', 'GO:0045214']"
203,Q02779,MAP3K10,https://www.antibodypedia.com/gene/2053/MAP3K10,258,33.0,68,1,4,2.3088122829770645,"['GO:0005737', 'GO:0005524', 'GO:0043425', 'GO:0004706', 'GO:0042803', 'GO:0004672', 'GO:0106310', 'GO:0004674', 'GO:0003714', 'GO:0006915', 'GO:0007254', 'GO:0043433', 'GO:0045892', 'GO:0018105', 'GO:0018107', 'GO:0043065', 'GO:0046330', 'GO:0043507', 'GO:0046777', 'GO:0007165', 'GO:0007224']"
204,Q03468,ERCC6,https://www.antibodypedia.com/gene/34972/ERCC6,404,34.0,504,12,14,8.4026039479161,"['GO:0110016', 'GO:0005730', 'GO:0005654', 'GO:0005634', 'GO:0090734', 'GO:0008023', 'GO:0005524', 'GO:0016887', 'GO:0008094', 'GO:0140658', 'GO:0003682', 'GO:0003677', 'GO:0004386', 'GO:0030296', 'GO:0070063', 'GO:0006284', 'GO:0006338', 'GO:0000077', 'GO:0042262', 'GO:0006281', 'GO:0097680', 'GO:0008630', 'GO:0007254', 'GO:0035264', 'GO:2001033', 'GO:0022008', 'GO:0030182', 'GO:0031175', 'GO:0045494', 'GO:0045739', 'GO:0032786', 'GO:1905168', 'GO:0045943', 'GO:0045944', 'GO:0045945', 'GO:0060261', 'GO:0006290', 'GO:0032784', 'GO:0034243', 'GO:0010332', 'GO:0006979', 'GO:0000303', 'GO:0009636', 'GO:0010224', 'GO:0010165', 'GO:0000012', 'GO:0006366', 'GO:0006362', 'GO:0006283']"
205,Q04912,MST1R,https://www.antibodypedia.com/gene/2092/MST1R,961,37.0,118,1,0,1.6049937681132451,"['GO:0009986', 'GO:0005886', 'GO:0043235', 'GO:0001725', 'GO:0005773', 'GO:0005524', 'GO:0019899', 'GO:0005011', 'GO:0004714', 'GO:0016477', 'GO:0007169', 'GO:0006952', 'GO:0045087', 'GO:0007399', 'GO:0006909', 'GO:0008284', 'GO:0043406', 'GO:0051897', 'GO:0009615', 'GO:0007165', 'GO:0007338']"
206,Q05655,PRKCD,https://www.antibodypedia.com/gene/664/PRKCD,1140,45.0,1201,14,0,3.0599005425833914,"['GO:0035578', 'GO:0005911', 'GO:0005737', 'GO:0005829', 'GO:0036019', 'GO:0005783', 'GO:0070062', 'GO:0005576', 'GO:0005739', 'GO:0016363', 'GO:0005654', 'GO:0005634', 'GO:0048471', 'GO:0005886', 'GO:0005524', 'GO:0004697', 'GO:0004699', 'GO:0008047', 'GO:0019899', 'GO:0043560', 'GO:0046872', 'GO:0004715', 'GO:0004672', 'GO:0019901', 'GO:0106310', 'GO:0004674', 'GO:0032147', 'GO:0006915', 'GO:0042100', 'GO:0060326', 'GO:1904385', 'GO:0070301', 'GO:0071447', 'GO:0034644', 'GO:0090398', 'GO:0042742', 'GO:0006974', 'GO:0038096', 'GO:0016064', 'GO:0035556', 'GO:0008631', 'GO:0030837', 'GO:0051490', 'GO:0034351', 'GO:0050728', 'GO:0046627', 'GO:0043407', 'GO:0050732', 'GO:0090331', 'GO:0032091', 'GO:0042119', 'GO:0018105', 'GO:0018107', 'GO:2001235', 'GO:2000304', 'GO:0032079', 'GO:2000753', 'GO:1900163', 'GO:0035307', 'GO:0042307', 'GO:2000755', 'GO:0032930', 'GO:0043687', 'GO:0006468', 'GO:0050821', 'GO:0032956', 'GO:2000303', 'GO:0043488', 'GO:0010469', 'GO:0007165', 'GO:0023021']"
207,Q06587,RING1,https://www.antibodypedia.com/gene/1772/RING1,584,35.0,309,7,1,2.237758110414755,"['GO:0005829', 'GO:0016607', 'GO:0005654', 'GO:0005634', 'GO:0031519', 'GO:0035102', 'GO:0001739', 'GO:0000151', 'GO:0003682', 'GO:0046872', 'GO:0061630', 'GO:0097027', 'GO:0009952', 'GO:0048593', 'GO:0006338', 'GO:0045892', 'GO:0016567']"
208,Q07837,SLC3A1,https://www.antibodypedia.com/gene/29895/SLC3A1,232,28.0,286,3,0,0.6126464244538554,"['GO:0016324', 'GO:0031526', 'GO:0070062', 'GO:0016020', 'GO:0005886', 'GO:0005774', 'GO:0015171', 'GO:0015174', 'GO:0015184', 'GO:0046982', 'GO:0044877', 'GO:0006865', 'GO:0015810', 'GO:0015802', 'GO:0005975', 'GO:0010467', 'GO:0015811', 'GO:0015813']"
209,Q08379,GOLGA2,https://www.antibodypedia.com/gene/4216/GOLGA2,422,34.0,48,12,0,2.530043010192778,"['GO:0005801', 'GO:0030134', 'GO:0033116', 'GO:0005794', 'GO:0000137', 'GO:0032580', 'GO:0000139', 'GO:0005874', 'GO:0072686', 'GO:0000922', 'GO:0045296', 'GO:0042802', 'GO:0061676', 'GO:0008017', 'GO:0019901', 'GO:0019905', 'GO:0008356', 'GO:0007098', 'GO:0006888', 'GO:0090166', 'GO:0007030', 'GO:0090161', 'GO:0090306', 'GO:0007020', 'GO:0090307', 'GO:0010507', 'GO:0032091', 'GO:0060050', 'GO:0006486', 'GO:0051289', 'GO:0015031', 'GO:0051225']"
210,Q08AD1,CAMSAP2,https://www.antibodypedia.com/gene/20635/CAMSAP2,79,19.0,45,3,0,0.5630884470628342,"['GO:0036064', 'GO:0005829', 'GO:0005794', 'GO:1990752', 'GO:0005516', 'GO:0051011', 'GO:0030507', 'GO:0061564', 'GO:0031122', 'GO:0000226', 'GO:0007026', 'GO:0050773', 'GO:1903358', 'GO:0031113', 'GO:0033043']"
211,Q08AF3,SLFN5,https://www.antibodypedia.com/gene/2910/SLFN5,28,15.0,43,0,0,0.009968541469406504,"['GO:0005634', 'GO:0005524', 'GO:0030154']"
212,Q0ZGT2,NEXN,https://www.antibodypedia.com/gene/2776/NEXN,71,16.0,77,5,0,0.8394179921733628,"['GO:0015629', 'GO:0005912', 'GO:0030424', 'GO:0005925', 'GO:0005886', 'GO:0030018', 'GO:0051015', 'GO:0098632', 'GO:0008307', 'GO:0007411', 'GO:0070593', 'GO:0007156', 'GO:0030334', 'GO:0051493']"
213,Q12766,HMGXB3,https://www.antibodypedia.com/gene/1181/HMGXB3,86,20.0,5,0,1,0.5820981490988376,"['GO:0005634', 'GO:0003677']"
214,Q12769,NUP160,https://www.antibodypedia.com/gene/26888/NUP160,230,31.0,80,10,0,1.8804048506069244,"['GO:0005829', 'GO:0005635', 'GO:0005643', 'GO:0031080', 'GO:0017056', 'GO:0006406', 'GO:0072006', 'GO:0006913', 'GO:0015031']"
215,Q12849,GRSF1,https://www.antibodypedia.com/gene/24367/GRSF1,165,22.0,68,3,-3,-0.6616500934135082,"['GO:0005737', 'GO:0005759', 'GO:0042645', 'GO:0005739', 'GO:0005654', 'GO:1990904', 'GO:0035770', 'GO:0002151', 'GO:0003729', 'GO:0003723', 'GO:0009952', 'GO:0000957', 'GO:0016331', 'GO:0006397', 'GO:0000962', 'GO:0043484', 'GO:0008033']"
216,Q12907,LMAN2,https://www.antibodypedia.com/gene/1119/LMAN2,156,23.0,45,3,0,0.6867556713593159,"['GO:0009986', 'GO:0030134', 'GO:0005789', 'GO:0005793', 'GO:0033116', 'GO:0070062', 'GO:0005615', 'GO:0005794', 'GO:0000139', 'GO:0005886', 'GO:0030246', 'GO:0031072', 'GO:0005537', 'GO:0046872', 'GO:0006888', 'GO:0050766', 'GO:0015031', 'GO:0006890']"
217,Q12923,PTPN13,https://www.antibodypedia.com/gene/3696/PTPN13,211,29.0,268,8,0,1.381634756845597,"['GO:0044297', 'GO:0005737', 'GO:0005856', 'GO:0005829', 'GO:0070062', 'GO:0001650', 'GO:0030027', 'GO:0005654', 'GO:0005634', 'GO:0005886', 'GO:0036312', 'GO:0004725', 'GO:0097237', 'GO:1904890', 'GO:0001933', 'GO:0035335', 'GO:0006470', 'GO:0051896']"
218,Q12933,TRAF2,https://www.antibodypedia.com/gene/2422/TRAF2,755,48.0,1989,12,2,2.3810110498595005,"['GO:0035631', 'GO:0005938', 'GO:0005737', 'GO:0009898', 'GO:0005829', 'GO:1990604', 'GO:0045121', 'GO:0005654', 'GO:0097057', 'GO:0002947', 'GO:0000151', 'GO:0012506', 'GO:0005174', 'GO:0019899', 'GO:0042802', 'GO:0031435', 'GO:0060090', 'GO:0019901', 'GO:0019903', 'GO:0044877', 'GO:0030674', 'GO:0035591', 'GO:0046625', 'GO:0031996', 'GO:0043120', 'GO:0005164', 'GO:0031625', 'GO:0004842', 'GO:0008270', 'GO:0071732', 'GO:0045087', 'GO:0097400', 'GO:0070059', 'GO:0048255', 'GO:0034351', 'GO:0038061', 'GO:0043123', 'GO:0051091', 'GO:2001238', 'GO:0032743', 'GO:0043507', 'GO:0051092', 'GO:0002726', 'GO:1903265', 'GO:0097300', 'GO:0051865', 'GO:0030163', 'GO:0070534', 'GO:0065003', 'GO:0042981', 'GO:0002637', 'GO:0046328', 'GO:0043254', 'GO:0034976', 'GO:0007165', 'GO:0023019', 'GO:0033209']"
219,Q12959,DLG1,https://www.antibodypedia.com/gene/4273/DLG1,286,41.0,807,7,1,1.3537853237825004,"['GO:0005912', 'GO:0016324', 'GO:0005604', 'GO:0016323', 'GO:0005923', 'GO:0030054', 'GO:0031253', 'GO:0005911', 'GO:0005737', 'GO:0009898', 'GO:0005829', 'GO:0005783', 'GO:0005789', 'GO:0070062', 'GO:0098978', 'GO:0005794', 'GO:0001772', 'GO:0014704', 'GO:0043219', 'GO:0016328', 'GO:0045121', 'GO:0005874', 'GO:0097025', 'GO:0035748', 'GO:0031594', 'GO:0043005', 'GO:0033268', 'GO:0005634', 'GO:0048471', 'GO:0005886', 'GO:0098839', 'GO:0042383', 'GO:0097060', 'GO:0045296', 'GO:0008092', 'GO:0004385', 'GO:0035255', 'GO:0097016', 'GO:0060090', 'GO:0019902', 'GO:0004721', 'GO:0015459', 'GO:0019901', 'GO:0098919', 'GO:0044325', 'GO:0007015', 'GO:0030041', 'GO:0042982', 'GO:0030953', 'GO:0070830', 'GO:0001658', 'GO:0098609', 'GO:0007268', 'GO:0030866', 'GO:0043622', 'GO:0048704', 'GO:0001935', 'GO:0051660', 'GO:0007163', 'GO:0045197', 'GO:0060022', 'GO:0001771', 'GO:0002088', 'GO:0031579', 'GO:0050680', 'GO:0070373', 'GO:2000134', 'GO:1903753', 'GO:0051898', 'GO:0042130', 'GO:0000122', 'GO:0099645', 'GO:0030432', 'GO:0043491', 'GO:0030838', 'GO:0008284', 'GO:0043268', 'GO:1903078', 'GO:0072659', 'GO:0031503', 'GO:0043113', 'GO:0097120', 'GO:0008360', 'GO:0042391', 'GO:0031641', 'GO:0099072', 'GO:1903764', 'GO:1903286', 'GO:1902473', 'GO:1902305', 'GO:0098911', 'GO:1903760', 'GO:0048608', 'GO:0048745', 'GO:0042098']"
220,Q13075,NAIP,https://www.antibodypedia.com/gene/47753/NAIP,203,32.0,604,3,0,0.3072232026436174,"['GO:0016323', 'GO:0061702', 'GO:0005737', 'GO:0072557', 'GO:0005524', 'GO:0016887', 'GO:0004869', 'GO:0043027', 'GO:0046872', 'GO:0120283', 'GO:0006915', 'GO:0042742', 'GO:0016045', 'GO:0046456', 'GO:0006954', 'GO:0045087', 'GO:0043066', 'GO:0043154', 'GO:0043524', 'GO:0010804', 'GO:0007399', 'GO:0002221', 'GO:0050729', 'GO:0032731', 'GO:0046330', 'GO:0070269', 'GO:0042981']"
221,Q13098,GPS1,https://www.antibodypedia.com/gene/19873/GPS1,350,35.0,109,5,0,1.2614633993300708,"['GO:0008180', 'GO:0005737', 'GO:0005829', 'GO:0005654', 'GO:0005634', 'GO:0005095', 'GO:0007254', 'GO:0000338', 'GO:0045116', 'GO:2000434']"
222,Q13129,RLF,https://www.antibodypedia.com/gene/46843/RLF,38,13.0,382,0,6,2.4383657164386268,"['GO:0005634', 'GO:0003677', 'GO:0001228', 'GO:0000981', 'GO:0046872', 'GO:0045893', 'GO:0045944', 'GO:0006357']"
223,Q13131,PRKAA1,https://www.antibodypedia.com/gene/3564/PRKAA1,1421,45.0,604,5,2,3.474731930949026,"['GO:0016324', 'GO:0030424', 'GO:0000785', 'GO:0005737', 'GO:0005829', 'GO:0030425', 'GO:0043025', 'GO:0016607', 'GO:0005654', 'GO:0031588', 'GO:0005634', 'GO:0050405', 'GO:0047322', 'GO:0004679', 'GO:0005524', 'GO:0004691', 'GO:0003682', 'GO:0140823', 'GO:0046872', 'GO:0004672', 'GO:0106310', 'GO:0004674', 'GO:0048156', 'GO:0050321', 'GO:0006914', 'GO:0015721', 'GO:0038183', 'GO:0061762', 'GO:0071277', 'GO:0071361', 'GO:0042149', 'GO:0071333', 'GO:0070301', 'GO:0071456', 'GO:0031669', 'GO:0071417', 'GO:0034599', 'GO:0071380', 'GO:0071466', 'GO:0006695', 'GO:0009631', 'GO:0097009', 'GO:0006633', 'GO:0055089', 'GO:0019395', 'GO:0042593', 'GO:0006006', 'GO:0008610', 'GO:1905691', 'GO:0061744', 'GO:0043066', 'GO:0010629', 'GO:0046318', 'GO:1903944', 'GO:0046627', 'GO:0050995', 'GO:0032007', 'GO:1904262', 'GO:1904428', 'GO:0070050', 'GO:1904179', 'GO:0010508', 'GO:0008284', 'GO:0045542', 'GO:0045893', 'GO:0010628', 'GO:0045821', 'GO:1903109', 'GO:2000758', 'GO:1903829', 'GO:1903955', 'GO:0048643', 'GO:1990044', 'GO:0006468', 'GO:0120188', 'GO:0042752', 'GO:0070507', 'GO:0033135', 'GO:0062028', 'GO:0060627', 'GO:0014823', 'GO:0031000', 'GO:0043627', 'GO:0010332', 'GO:0001666', 'GO:0009411', 'GO:0048511', 'GO:0007165', 'GO:0016055']"
224,Q13325,IFIT5,https://www.antibodypedia.com/gene/30272/IFIT5,163,27.0,131,2,1,0.9184288641311013,"['GO:0015629', 'GO:0045177', 'GO:0005829', 'GO:0005886', 'GO:0032587', 'GO:0003690', 'GO:0008266', 'GO:0003723', 'GO:0000339', 'GO:0003727', 'GO:0000049', 'GO:0051607', 'GO:0045087', 'GO:0045071', 'GO:0043123']"
225,Q13426,XRCC4,https://www.antibodypedia.com/gene/1873/XRCC4,444,33.0,855,6,1,1.4108599549461251,"['GO:0005829', 'GO:0032807', 'GO:0005958', 'GO:0070419', 'GO:0005654', 'GO:0005634', 'GO:0035861', 'GO:0070975', 'GO:0042802', 'GO:0071285', 'GO:0051103', 'GO:0006302', 'GO:0006303', 'GO:0033152', 'GO:0051351', 'GO:1990166', 'GO:0010165']"
226,Q13433,SLC39A6,https://www.antibodypedia.com/gene/5245/SLC39A6,289,36.0,95,2,0,0.7020506361704697,"['GO:0016324', 'GO:0009986', 'GO:0005783', 'GO:0031258', 'GO:0045121', 'GO:0005886', 'GO:0140410', 'GO:0005385', 'GO:0001837', 'GO:0030003', 'GO:0006882', 'GO:0046649', 'GO:0050852', 'GO:0071578', 'GO:0071577']"
227,Q13546,RIPK1,https://www.antibodypedia.com/gene/4145/RIPK1,655,43.0,2273,9,1,1.0683478483816602,"['GO:0005829', 'GO:0031264', 'GO:0010008', 'GO:0005739', 'GO:0005886', 'GO:0032991', 'GO:0043235', 'GO:0097342', 'GO:0005524', 'GO:0070513', 'GO:0005123', 'GO:0042802', 'GO:0004706', 'GO:0042803', 'GO:0004672', 'GO:0106310', 'GO:0004674', 'GO:0044877', 'GO:0035591', 'GO:0031625', 'GO:1990000', 'GO:0006915', 'GO:0071363', 'GO:0070301', 'GO:0071356', 'GO:0097191', 'GO:0006954', 'GO:0035556', 'GO:0070266', 'GO:0097527', 'GO:0043066', 'GO:0043124', 'GO:2001237', 'GO:2001240', 'GO:0060546', 'GO:0036289', 'GO:0043065', 'GO:0043123', 'GO:1900119', 'GO:2001238', 'GO:0010628', 'GO:0050729', 'GO:0070105', 'GO:0032757', 'GO:0046330', 'GO:0045651', 'GO:1903800', 'GO:0060545', 'GO:0043525', 'GO:0051092', 'GO:1901224', 'GO:0043068', 'GO:0062100', 'GO:0001934', 'GO:2000379', 'GO:0045944', 'GO:0032760', 'GO:1903265', 'GO:0097300', 'GO:0046777', 'GO:0030163', 'GO:0070926', 'GO:0006979', 'GO:0034612', 'GO:0097343', 'GO:1901026', 'GO:0070231', 'GO:0033209']"
