,Uniprot,Protein Symbol,Antibody Link,Number of Antibodies,Number of Providers,Article Count,Interactions,GO Score,UV Score,Overall Score,GO Terms
143,P30613,PKLR,https://www.antibodypedia.com/gene/1670/PKLR,555,36,319,6,0,0,1.5772609466010596,"['C:cytoplasm', 'C:cytosol', 'C:extracellular exosome', 'C:pyruvate kinase complex', 'F:ATP binding', 'F:kinase activity', 'F:magnesium ion binding', 'F:monosaccharide binding', 'F:potassium ion binding', 'F:pyruvate kinase activity', 'P:cellular response to epinephrine stimulus', 'P:cellular response to insulin stimulus', 'P:glycolytic process', 'P:pyruvate biosynthetic process', 'P:response to ATP', 'P:response to cAMP', 'P:response to glucose', 'P:response to hypoxia', 'P:response to metal ion', 'P:response to nutrient']"
144,P31415,CASQ1,https://www.antibodypedia.com/gene/1664/CASQ1,148,26,152,17,0,1,4.063924942096937,"['C:endoplasmic reticulum', 'C:mitochondrial matrix', 'C:mitochondrion', 'C:sarcoplasmic reticulum', 'C:sarcoplasmic reticulum lumen', 'C:sarcoplasmic reticulum membrane', 'C:smooth endoplasmic reticulum', 'C:T-tubule', 'C:terminal cisterna lumen', 'C:Z disc', 'F:calcium ion binding', 'F:identical protein binding', 'P:endoplasmic reticulum organization', 'P:positive regulation of release of sequestered calcium ion into cytosol', 'P:positive regulation of store-operated calcium channel activity', 'P:protein polymerization', 'P:regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion', 'P:regulation of store-operated calcium entry', 'P:response to denervation involved in regulation of muscle adaptation', 'P:response to heat', 'P:response to organic substance', 'P:sarcomere organization', 'P:skeletal muscle tissue development']"
145,P35080,PFN2,https://www.antibodypedia.com/gene/33583/PFN2,259,30,111,7,0,1,2.699404881250216,"['C:cytoplasm', 'C:cytoskeleton', 'C:extracellular exosome', 'C:glutamatergic synapse', 'C:postsynapse', 'C:presynapse', 'C:Schaffer collateral - CA1 synapse', 'F:actin binding', 'F:actin monomer binding', 'F:ATP hydrolysis activity', 'F:phosphatidylinositol-4,5-bisphosphate binding', 'P:actin cytoskeleton organization', 'P:modification of postsynaptic actin cytoskeleton', 'P:negative regulation of actin filament polymerization', 'P:negative regulation of epithelial cell migration', 'P:negative regulation of ruffle assembly', 'P:positive regulation of actin filament bundle assembly', 'P:positive regulation of actin filament polymerization', 'P:positive regulation of ATP-dependent activity', 'P:positive regulation of peptidyl-serine phosphorylation', 'P:positive regulation of stress fiber assembly', 'P:presynaptic modulation of chemical synaptic transmission', 'P:protein stabilization', 'P:regulation of actin filament polymerization', 'P:regulation of synaptic vesicle exocytosis']"
146,P35663,CYLC1,https://www.antibodypedia.com/gene/14277/CYLC1,47,19,7,0,0,2,2.6108908078453017,"['C:acrosomal matrix', 'C:cytoskeletal calyx', 'C:nucleus', 'F:structural constituent of cytoskeleton', 'F:structural molecule activity', 'P:cell differentiation', 'P:spermatogenesis']"
147,P36543,ATP6V1E1,https://www.antibodypedia.com/gene/4024/ATP6V1E1,188,24,34,3,0,1,2.017610343532121,"['C:apical plasma membrane', 'C:clathrin-coated vesicle membrane', 'C:cytosol', 'C:endosome', 'C:extracellular exosome', 'C:lysosomal membrane', 'C:microvillus', 'C:proton-transporting two-sector ATPase complex', 'C:synaptic vesicle membrane', 'C:vacuolar proton-transporting V-type ATPase, V1 domain', 'F:ATPase binding', 'F:proton-transporting ATPase activity, rotational mechanism', 'P:proton transmembrane transport', 'P:regulation of macroautophagy', 'P:synaptic vesicle lumen acidification']"
148,P37840,SNCA,https://www.antibodypedia.com/gene/14688/SNCA,3028,54,3673,7,2,2,6.364683602983972,"['C:actin cytoskeleton', 'C:axon', 'C:axon terminus', 'C:cell cortex', 'C:cytoplasm', 'C:cytosol', 'C:extracellular region', 'C:extracellular space', 'C:growth cone', 'C:inclusion body', 'C:lysosome', 'C:membrane', 'C:mitochondrion', 'C:neuronal cell body', 'C:nucleus', 'C:perinuclear region of cytoplasm', 'C:plasma membrane', 'C:postsynapse', 'C:protein-containing complex', 'C:supramolecular fiber', 'C:synaptic vesicle membrane', 'F:actin binding', 'F:alpha-tubulin binding', 'F:calcium ion binding', 'F:copper ion binding', 'F:cuprous ion binding', 'F:cysteine-type endopeptidase inhibitor activity involved in apoptotic process', 'F:dynein complex binding', 'F:ferrous iron binding', 'F:histone binding', 'F:Hsp70 protein binding', 'F:identical protein binding', 'F:kinesin binding', 'F:lipid binding', 'F:magnesium ion binding', 'F:molecular adaptor activity', 'F:oxidoreductase activity', 'F:phospholipid binding', 'F:phosphoprotein binding', 'F:protein kinase inhibitor activity', 'F:SNARE binding', 'F:tau protein binding', 'F:transcription cis-regulatory region binding', 'F:zinc ion binding', 'P:activation of cysteine-type endopeptidase activity involved in apoptotic process', 'P:adult locomotory behavior', 'P:amyloid fibril formation', 'P:cellular response to copper ion', 'P:cellular response to epinephrine stimulus', 'P:cellular response to oxidative stress', 'P:chemical synaptic transmission', 'P:dopamine biosynthetic process', 'P:dopamine uptake involved in synaptic transmission', 'P:excitatory postsynaptic potential', 'P:fatty acid metabolic process', 'P:long-term synaptic potentiation', 'P:microglial cell activation', 'P:mitochondrial ATP synthesis coupled electron transport', 'P:mitochondrial membrane organization', 'P:negative regulation of apoptotic process', 'P:negative regulation of chaperone-mediated autophagy', 'P:negative regulation of cysteine-type endopeptidase activity involved in apoptotic process', 'P:negative regulation of dopamine uptake involved in synaptic transmission', 'P:negative regulation of exocytosis', 'P:negative regulation of microtubule polymerization', 'P:negative regulation of mitochondrial electron transport, NADH to ubiquinone', 'P:negative regulation of monooxygenase activity', 'P:negative regulation of neuron apoptotic process', 'P:negative regulation of norepinephrine uptake', 'P:negative regulation of platelet-derived growth factor receptor signaling pathway', 'P:negative regulation of protein kinase activity', 'P:negative regulation of serotonin uptake', 'P:negative regulation of thrombin-activated receptor signaling pathway', 'P:negative regulation of transcription by RNA polymerase II', 'P:negative regulation of transporter activity', 'P:neuron apoptotic process', 'P:neutral lipid metabolic process', 'P:phospholipid metabolic process', 'P:positive regulation of apoptotic process', 'P:positive regulation of endocytosis', 'P:positive regulation of exocytosis', 'P:positive regulation of glutathione peroxidase activity', 'P:positive regulation of hydrogen peroxide catabolic process', 'P:positive regulation of inflammatory response', 'P:positive regulation of inositol phosphate biosynthetic process', 'P:positive regulation of neurotransmitter secretion', 'P:positive regulation of peptidyl-serine phosphorylation', 'P:positive regulation of protein localization to cell periphery', 'P:positive regulation of protein serine/threonine kinase activity', 'P:positive regulation of receptor recycling', 'P:positive regulation of release of sequestered calcium ion into cytosol', 'P:positive regulation of SNARE complex assembly', 'P:protein destabilization', 'P:protein tetramerization', 'P:receptor internalization', 'P:regulation of acyl-CoA biosynthetic process', 'P:regulation of dopamine secretion', 'P:regulation of glutamate secretion', 'P:regulation of locomotion', 'P:regulation of long-term neuronal synaptic plasticity', 'P:regulation of macrophage activation', 'P:regulation of norepinephrine uptake', 'P:regulation of phospholipase activity', 'P:regulation of presynapse assembly', 'P:regulation of reactive oxygen species biosynthetic process', 'P:regulation of synaptic vesicle recycling', 'P:regulation of transmembrane transporter activity', 'P:response to interleukin-1', 'P:response to iron(II) ion', 'P:response to lipopolysaccharide', 'P:response to magnesium ion', 'P:response to type II interferon', 'P:response to xenobiotic stimulus', 'P:SNARE complex assembly', 'P:supramolecular fiber organization', 'P:synapse organization', 'P:synaptic vesicle endocytosis', 'P:synaptic vesicle exocytosis', 'P:synaptic vesicle priming', 'P:synaptic vesicle transport']"
149,P40189,IL6ST,https://www.antibodypedia.com/gene/2448/IL6ST,817,39,1272,1,0,-1,-0.8362463551621446,"['C:ciliary neurotrophic factor receptor complex', 'C:dendrite', 'C:external side of plasma membrane', 'C:extracellular exosome', 'C:extracellular region', 'C:extracellular space', 'C:interleukin-6 receptor complex', 'C:membrane', 'C:membrane raft', 'C:neuronal cell body', 'C:oncostatin-M receptor complex', 'C:plasma membrane', 'C:receptor complex', 'F:ciliary neurotrophic factor receptor activity', 'F:ciliary neurotrophic factor receptor binding', 'F:coreceptor activity', 'F:cytokine binding', 'F:cytokine receptor activity', 'F:growth factor binding', 'F:identical protein binding', 'F:interleukin-11 binding', 'F:interleukin-11 receptor activity', 'F:interleukin-27 receptor activity', 'F:protein tyrosine kinase activator activity', 'F:scaffold protein binding', 'P:ciliary neurotrophic factor-mediated signaling pathway', 'P:cytokine-mediated signaling pathway', 'P:glycogen metabolic process', 'P:interleukin-11-mediated signaling pathway', 'P:interleukin-27-mediated signaling pathway', 'P:interleukin-6-mediated signaling pathway', 'P:intestinal epithelial cell development', 'P:leukemia inhibitory factor signaling pathway', 'P:negative regulation of apoptotic process', 'P:negative regulation of interleukin-6-mediated signaling pathway', 'P:negative regulation of neuron apoptotic process', 'P:oncostatin-M-mediated signaling pathway', 'P:positive regulation of acute inflammatory response', 'P:positive regulation of adaptive immune response', 'P:positive regulation of astrocyte differentiation', 'P:positive regulation of cardiac muscle hypertrophy', 'P:positive regulation of cell population proliferation', 'P:positive regulation of Notch signaling pathway', 'P:positive regulation of osteoblast differentiation', 'P:positive regulation of platelet aggregation', 'P:positive regulation of T cell proliferation', 'P:positive regulation of tyrosine phosphorylation of STAT protein', 'P:positive regulation of vascular endothelial growth factor production', 'P:response to cytokine', 'P:T-helper 17 cell lineage commitment']"
150,P40394,ADH7,https://www.antibodypedia.com/gene/25891/ADH7,357,31,135,1,0,-1,-0.6495556356218803,"['C:cytosol', 'C:plasma membrane', 'F:alcohol dehydrogenase (NAD+) activity', 'F:alcohol dehydrogenase (NAD+) activity, zinc-dependent', 'F:aldehyde oxidase activity', 'F:all-trans-retinol dehydrogenase (NAD+) activity', 'F:ethanol binding', 'F:omega-hydroxydecanoate dehydrogenase activity', 'F:receptor antagonist activity', 'F:retinol binding', 'F:zinc ion binding', 'P:fatty acid omega-oxidation', 'P:response to bacterium', 'P:response to ethanol', 'P:retinoic acid metabolic process', 'P:retinoid metabolic process', 'P:retinol metabolic process']"
151,P40855,PEX19,https://www.antibodypedia.com/gene/34274/PEX19,366,29,180,7,0,1,2.8150666273274383,"['C:brush border membrane', 'C:cytoplasm', 'C:cytosol', 'C:membrane', 'C:nucleoplasm', 'C:nucleus', 'C:peroxisomal membrane', 'C:peroxisome', 'C:protein-containing complex', 'F:ATPase binding', 'F:peroxisome membrane class-1 targeting sequence binding', 'F:peroxisome membrane targeting sequence binding', 'F:protein carrier chaperone', 'P:chaperone-mediated protein folding', 'P:establishment of protein localization to peroxisome', 'P:negative regulation of lipid binding', 'P:peroxisome fission', 'P:peroxisome membrane biogenesis', 'P:peroxisome organization', 'P:protein import into peroxisome membrane', 'P:protein stabilization', 'P:protein targeting to peroxisome']"
152,P41214,EIF2D,https://www.antibodypedia.com/gene/34586/EIF2D,117,25,39,2,-3,1,0.47101148053917885,"['C:cytoplasm', 'C:cytosol', 'C:nuclear body', 'F:RNA binding', 'F:signaling receptor activity', 'F:translation initiation factor activity', 'P:formation of translation preinitiation complex', 'P:intracellular protein transport', 'P:IRES-dependent viral translational initiation', 'P:ribosome disassembly']"
153,P43358,MAGEA4,https://www.antibodypedia.com/gene/17051/MAGEA4,385,32,380,0,1,1,2.0031529434567883,"['C:nucleus', 'F:histone deacetylase binding', 'P:negative regulation of apoptotic process', 'P:negative regulation of transcription by RNA polymerase II', 'P:positive regulation of cell cycle']"
154,P43362,MAGEA9,https://www.antibodypedia.com/gene/72928/MAGEA9B,2,1,40,0,1,1,1.664851734502815,"['C:nucleus', 'F:histone deacetylase binding', 'P:negative regulation of transcription by RNA polymerase II']"
155,P43362,MAGEA9B,https://www.antibodypedia.com/gene/72928/MAGEA9B,2,1,2,0,1,1,1.6957779212606814,"['C:nucleus', 'F:histone deacetylase binding', 'P:negative regulation of transcription by RNA polymerase II']"
156,P43362,MAGEA9,https://www.antibodypedia.com/gene/72928/MAGEA9B,2,1,40,0,1,1,1.664851734502815,"['C:nucleus', 'F:histone deacetylase binding', 'P:negative regulation of transcription by RNA polymerase II']"
157,P43362,MAGEA9B,https://www.antibodypedia.com/gene/72928/MAGEA9B,2,1,2,0,1,1,1.6957779212606814,"['C:nucleus', 'F:histone deacetylase binding', 'P:negative regulation of transcription by RNA polymerase II']"
